"variable_name","object_family","baseline_or_robustness","price_object_used","year","nominal_gva_value","price_index_value","real_output_value","real_output_unit","source_boundary","target_boundary","construction_formula","allowed_use","not_allowed_use","limitations","status","notes"
"Y_REAL_NFC_GVA_BASELINE","real_output","baseline","P_Y_NFC_GVA_IMPLICIT_SOURCE",1929,50825,13.3919866778387,379518,"Millions of 2017-price-equivalent dollars","NFC nominal GVA","NFC","NFC current-dollar GVA / (P_Y_NFC_GVA_IMPLICIT_SOURCE normalized to 2017=100 / 100)","baseline NFC real GVA","do not relabel as CORP or FC real GVA","same-boundary NFC object; benchmarked to the BEA 2017 chained-dollar reference","construction_complete","Validated against direct T11400 line 41."
"Y_REAL_NFC_GVA_BASELINE","real_output","baseline","P_Y_NFC_GVA_IMPLICIT_SOURCE",1930,45259,12.8112297467136,353276,"Millions of 2017-price-equivalent dollars","NFC nominal GVA","NFC","NFC current-dollar GVA / (P_Y_NFC_GVA_IMPLICIT_SOURCE normalized to 2017=100 / 100)","baseline NFC real GVA","do not relabel as CORP or FC real GVA","same-boundary NFC object; benchmarked to the BEA 2017 chained-dollar reference","construction_complete","Validated against direct T11400 line 41."
"Y_REAL_NFC_GVA_BASELINE","real_output","baseline","P_Y_NFC_GVA_IMPLICIT_SOURCE",1931,35431,11.0935078353711,319385,"Millions of 2017-price-equivalent dollars","NFC nominal GVA","NFC","NFC current-dollar GVA / (P_Y_NFC_GVA_IMPLICIT_SOURCE normalized to 2017=100 / 100)","baseline NFC real GVA","do not relabel as CORP or FC real GVA","same-boundary NFC object; benchmarked to the BEA 2017 chained-dollar reference","construction_complete","Validated against direct T11400 line 41."
"Y_REAL_NFC_GVA_BASELINE","real_output","baseline","P_Y_NFC_GVA_IMPLICIT_SOURCE",1932,25721,9.48400466069822,271204,"Millions of 2017-price-equivalent dollars","NFC nominal GVA","NFC","NFC current-dollar GVA / (P_Y_NFC_GVA_IMPLICIT_SOURCE normalized to 2017=100 / 100)","baseline NFC real GVA","do not relabel as CORP or FC real GVA","same-boundary NFC object; benchmarked to the BEA 2017 chained-dollar reference","construction_complete","Validated against direct T11400 line 41."
"Y_REAL_NFC_GVA_BASELINE","real_output","baseline","P_Y_NFC_GVA_IMPLICIT_SOURCE",1933,24976,9.4485091057661,264338,"Millions of 2017-price-equivalent dollars","NFC nominal GVA","NFC","NFC current-dollar GVA / (P_Y_NFC_GVA_IMPLICIT_SOURCE normalized to 2017=100 / 100)","baseline NFC real GVA","do not relabel as CORP or FC real GVA","same-boundary NFC object; benchmarked to the BEA 2017 chained-dollar reference","construction_complete","Validated against direct T11400 line 41."
"Y_REAL_NFC_GVA_BASELINE","real_output","baseline","P_Y_NFC_GVA_IMPLICIT_SOURCE",1934,31484,10.4523000106236,301216,"Millions of 2017-price-equivalent dollars","NFC nominal GVA","NFC","NFC current-dollar GVA / (P_Y_NFC_GVA_IMPLICIT_SOURCE normalized to 2017=100 / 100)","baseline NFC real GVA","do not relabel as CORP or FC real GVA","same-boundary NFC object; benchmarked to the BEA 2017 chained-dollar reference","construction_complete","Validated against direct T11400 line 41."
"Y_REAL_NFC_GVA_BASELINE","real_output","baseline","P_Y_NFC_GVA_IMPLICIT_SOURCE",1935,34931,10.6590217659965,327713,"Millions of 2017-price-equivalent dollars","NFC nominal GVA","NFC","NFC current-dollar GVA / (P_Y_NFC_GVA_IMPLICIT_SOURCE normalized to 2017=100 / 100)","baseline NFC real GVA","do not relabel as CORP or FC real GVA","same-boundary NFC object; benchmarked to the BEA 2017 chained-dollar reference","construction_complete","Validated against direct T11400 line 41."
"Y_REAL_NFC_GVA_BASELINE","real_output","baseline","P_Y_NFC_GVA_IMPLICIT_SOURCE",1936,40184,10.7303838841298,374488,"Millions of 2017-price-equivalent dollars","NFC nominal GVA","NFC","NFC current-dollar GVA / (P_Y_NFC_GVA_IMPLICIT_SOURCE normalized to 2017=100 / 100)","baseline NFC real GVA","do not relabel as CORP or FC real GVA","same-boundary NFC object; benchmarked to the BEA 2017 chained-dollar reference","construction_complete","Validated against direct T11400 line 41."
"Y_REAL_NFC_GVA_BASELINE","real_output","baseline","P_Y_NFC_GVA_IMPLICIT_SOURCE",1937,45751,11.277218790517,405694,"Millions of 2017-price-equivalent dollars","NFC nominal GVA","NFC","NFC current-dollar GVA / (P_Y_NFC_GVA_IMPLICIT_SOURCE normalized to 2017=100 / 100)","baseline NFC real GVA","do not relabel as CORP or FC real GVA","same-boundary NFC object; benchmarked to the BEA 2017 chained-dollar reference","construction_complete","Validated against direct T11400 line 41."
"Y_REAL_NFC_GVA_BASELINE","real_output","baseline","P_Y_NFC_GVA_IMPLICIT_SOURCE",1938,40242,10.696770660833,376207,"Millions of 2017-price-equivalent dollars","NFC nominal GVA","NFC","NFC current-dollar GVA / (P_Y_NFC_GVA_IMPLICIT_SOURCE normalized to 2017=100 / 100)","baseline NFC real GVA","do not relabel as CORP or FC real GVA","same-boundary NFC object; benchmarked to the BEA 2017 chained-dollar reference","construction_complete","Validated against direct T11400 line 41."
