"run_id","det_tag","include","LRinclude","p","r","q_tag","qY","qK","cell_id","status","logLik","T_eff","T_eff_common","k_gamma","k_pi","k_det","k_sigma","k_total","AIC","BIC","HQ","AICc","theta_hat","alpha_y","alpha_k","Pi_11","Pi_12","Pi_21","Pi_22","SR_norm_total","share_Y","share_K","stability_margin","unit_root_count","unstable_count","unit_root_mismatch","fail_code","fail_msg"
2,"SR_const__LR_both","const","both",3,1,"sym",3,3,"p03_sym_const_both","computed",292.306455259509,61,57,12,5,2,3,22,-540.612910519018,-495.665782626658,-523.14492498534,-510.848204636666,0.890144636210618,0.0665164003103601,0.0195387748289827,0.0665164003103601,-0.0592092169563053,0.0195387748289827,-0.017392335612146,0.859928391029633,0.536222675732457,0.827834400826913,0.385599085095267,2,0,1,NA,NA
2,"SR_const__LR_both","const","both",3,1,"Y_only",3,0,"p03_Y_only_const_both","computed",283.828289720794,61,57,6,5,2,3,16,-535.656579441587,-502.967759156234,-522.952589962548,-522.056579441587,0.890144636210618,0.052310735511991,0.0297574317475374,0.052310735511991,-0.0465641206322311,0.0297574317475374,-0.026488418257474,0.567388159337744,1,0,-0.00264675507923751,1,1,0,NA,NA
2,"SR_const__LR_both","const","both",3,1,"K_only",0,3,"p03_K_only_const_both","computed",287.247558430178,61,57,6,5,2,3,16,-542.495116860356,-509.806296575004,-529.791127381317,-528.895116860356,0.890144636210618,0.0604463943396473,0.0309464231713985,0.0604463943396473,-0.0538060336997089,0.0309464231713985,-0.0275467925959243,0.735969568684444,0,1,0.00412394943034533,1,0,0,NA,NA
2,"SR_const__LR_both","const","both",3,1,"Y_short",1,3,"p03_Y_short_const_both","computed",288.443229888423,61,57,8,5,2,3,18,-540.886459776846,-504.111536955824,-526.594471612927,-522.886459776846,0.890144636210618,0.0574434415993872,0.0222866090163387,0.0574434415993872,-0.0511329714251724,0.0222866090163387,-0.0198383054752171,0.782823707137655,0.207545589988465,0.957470062052373,0.585273428069991,2,0,1,NA,NA
2,"SR_const__LR_both","const","both",3,1,"K_short",3,1,"p03_K_short_const_both","computed",289.649089169964,61,57,8,5,2,3,18,-543.298178339928,-506.523255518906,-529.006190176009,-525.298178339928,0.890144636210618,0.0582961293349305,0.0267075449861056,0.0582961293349305,-0.0518919868393289,0.0267075449861056,-0.0237735779157357,0.78900872644849,0.566740580025738,0.571793206336408,-0.00271019744328416,1,1,0,NA,NA
2,"SR_const__LR_both","const","both",4,1,"sym",4,4,"p04_sym_const_both","computed",292.28955893106,60,57,16,5,2,3,26,-532.579117862119,-479.459784898421,-511.935134958681,-485.779117862119,0.551779439916527,0.125666272413332,0.0510006468488978,0.125666272413332,-0.0693400654086258,0.0510006468488978,-0.0281411083536654,1.31979829049415,0.481826234468891,0.814087836431185,-0.00257030431663563,1,1,0,NA,NA
2,"SR_const__LR_both","const","both",4,1,"Y_only",4,0,"p04_Y_only_const_both","computed",279.849929760063,60,57,8,5,2,3,18,-523.699859520127,-486.924936699105,-509.407871356208,-505.699859520127,0.551779439916527,0.0926228231472452,0.0621917666302601,0.0926228231472452,-0.0511073694796745,0.0621917666302601,-0.0343161381586643,0.757545343851794,1,0,-0.0189338499849465,1,1,0,NA,NA
2,"SR_const__LR_both","const","both",4,1,"K_only",0,4,"p04_K_only_const_both","computed",287.670037998524,60,57,8,5,2,3,18,-539.340075997048,-502.565153176026,-525.048087833129,-521.340075997048,0.551779439916527,0.0941813914380424,0.0561406972868017,0.0941813914380424,-0.0519673554182422,0.0561406972868017,-0.0309772825054347,1.02472072442052,0,1,0.0106038609648493,1,0,0,NA,NA
2,"SR_const__LR_both","const","both",4,1,"Y_short",1,4,"p04_Y_short_const_both","computed",289.19217232348,60,57,10,5,2,3,20,-538.38434464696,-497.523319290269,-522.504357798162,-515.051011313627,0.551779439916527,0.0925554214370015,0.0410574597434834,0.0925554214370015,-0.0510701786017468,0.0410574597434834,-0.0226546621416546,1.0686416359669,0.149236129535254,0.978602469485482,0.427918832583415,2,0,1,NA,NA
2,"SR_const__LR_both","const","both",4,1,"K_short",4,1,"p04_K_short_const_both","computed",288.926225069681,60,57,10,5,2,3,20,-537.852450139361,-496.99142478267,-521.972463290562,-514.519116806028,0.551779439916527,0.104127765017731,0.0562981187988989,0.104127765017731,-0.0574555598612435,0.0562981187988989,-0.0310641444592105,1.03167898011726,0.499435279895983,0.56405458210541,-0.00841605650994537,1,1,0,NA,NA
2,"SR_const__LR_both","const","both",5,1,"sym",5,5,"p05_sym_const_both","computed",287.695384234905,59,57,20,5,2,3,30,-515.390768469809,-454.099230434773,-491.570788196611,-443.852306931348,0.603363373892519,0.146448076476775,0.0605304572491101,0.146448076476775,-0.0883614055230966,0.0605304572491101,-0.03652186090908,1.61276942680129,0.484161301714079,0.820250465741065,0.0124313447767721,1,0,0,NA,NA
2,"SR_const__LR_both","const","both",5,1,"Y_only",5,0,"p05_Y_only_const_both","computed",275.177931413327,59,57,10,5,2,3,20,-510.355862826654,-469.494837469963,-494.475875977855,-487.022529493321,0.603363373892519,0.119418475332068,0.0721815505994243,0.119418475332068,-0.0720527341814572,0.0721815505994243,-0.0435517039024622,0.922689759785291,1,0,-0.0167882484005717,1,1,0,NA,NA
2,"SR_const__LR_both","const","both",5,1,"K_only",0,5,"p05_K_only_const_both","computed",282.611505278774,59,57,10,5,2,3,20,-525.223010557548,-484.361985200857,-509.343023708749,-501.889677224215,0.603363373892519,0.104150072147452,0.0647593804264837,0.104150072147452,-0.0628403389220361,0.0647593804264837,-0.0390734382653123,1.1945940669837,0,1,0.0262239968762621,1,0,0,NA,NA
2,"SR_const__LR_both","const","both",5,1,"Y_short",1,5,"p05_Y_short_const_both","computed",284.302759302405,59,57,12,5,2,3,22,-524.60551860481,-479.65839071245,-507.137533071131,-494.840812722457,0.603363373892519,0.0993178582133331,0.0462613090910728,0.0993178582133331,-0.0599247580193754,0.0462613090910728,-0.0279123795338743,1.29709224511334,0.148873581254657,0.975278229160685,0.0180356248342929,1,0,0,NA,NA
2,"SR_const__LR_both","const","both",5,1,"K_short",5,1,"p05_K_short_const_both","computed",284.196603946281,59,57,12,5,2,3,22,-524.393207892562,-479.446080000202,-506.925222358884,-494.62850201021,0.603363373892519,0.133313719969795,0.0655284277518509,0.133313719969795,-0.0804366158671381,0.0655284277518509,-0.0395374532542289,1.16338772329758,0.540535152963909,0.511316218394464,-0.00460272047752053,1,1,0,NA,NA
2,"SR_const__LR_both","const","both",6,1,"sym",6,6,"p06_sym_const_both","computed",288.417585784226,58,57,24,5,2,3,34,-508.835171568451,-439.371428462077,-481.839193925493,-400.653353386633,0.756029609434917,-0.103615166109076,0.0978696610650066,-0.103615166109076,0.0783361335649784,0.0978696610650066,-0.0739923616305047,1.93745751215619,0.460302212854066,0.86482488249556,0.0999834959505104,1,0,0,NA,NA
2,"SR_const__LR_both","const","both",6,1,"Y_only",6,0,"p06_Y_only_const_both","computed",267.553253293552,58,57,12,5,2,3,22,-491.106506587104,-446.159378694744,-473.638521053425,-461.341800704751,0.756029609434917,-0.0619267666183258,0.00727964536863486,-0.0619267666183258,0.0468184691800201,0.00727964536863486,-0.00550362744487372,0.91930061262784,1,0,0.0271606516509474,1,0,0,NA,NA
2,"SR_const__LR_both","const","both",6,1,"K_only",0,6,"p06_K_only_const_both","computed",280.888991813308,58,57,12,5,2,3,22,-517.777983626616,-472.830855734255,-500.309998092937,-488.013277744263,0.756029609434917,-0.0858877030643976,0.111989857127094,-0.0858877030643976,0.0649336466030386,0.111989857127094,-0.0846676479444692,1.2908670580129,0,1,0.0761195413772384,1,0,0,NA,NA
2,"SR_const__LR_both","const","both",6,1,"Y_short",1,6,"p06_Y_short_const_both","computed",284.067728140932,58,57,14,5,2,3,24,-520.135456281865,-471.102225853835,-501.079472063306,-482.635456281865,0.756029609434917,-0.099454441363773,0.0995475635878133,-0.099454441363773,0.0751905024608212,0.0995475635878133,-0.0752609056194921,1.6310898865609,0.221284036685026,0.921010610865661,0.134588017692903,1,0,0,NA,NA
2,"SR_const__LR_both","const","both",6,1,"K_short",6,1,"p06_K_short_const_both","computed",276.391006623093,58,57,14,5,2,3,24,-504.782013246187,-455.748782818157,-485.726029027628,-467.282013246187,0.756029609434917,-0.0753186451758008,0.0153272769810585,-0.0753186451758008,0.0569431258954278,0.0153272769810585,-0.0115878752296904,1.0483395677281,0.685845845000564,0.5307265005181,0.0510187156528442,1,0,0,NA,NA
2,"SR_const__LR_both","const","both",7,1,"sym",7,7,"p07_sym_const_both","computed",290.362541978259,57,57,28,5,2,3,38,-504.725083956518,-427.089135778805,-474.5531089438,-340.058417289851,0.647430443470108,0.165432963826353,0.371824092426915,0.165432963826353,-0.10710633713467,0.371824092426915,-0.240730237052828,2.80109182091353,0.417664987884715,0.865023788159212,0.0299475998345303,1,0,0,NA,NA
2,"SR_const__LR_both","const","both",7,1,"Y_only",7,0,"p07_Y_only_const_both","computed",264.36362558017,57,57,14,5,2,3,24,-480.727251160339,-431.69402073231,-461.671266941781,-443.227251160339,0.647430443470108,0.00207975281101446,0.107850099411351,0.00207975281101446,-0.0013464952847433,0.107850099411351,-0.0698254376901864,0.837199311971885,1,0,0.0683488938402083,1,0,0,NA,NA
2,"SR_const__LR_both","const","both",7,1,"K_only",0,7,"p07_K_only_const_both","computed",280.922348979606,57,57,14,5,2,3,24,-513.844697959213,-464.811467531184,-494.788713740654,-476.344697959213,0.647430443470108,0.20393865579782,0.282697438762652,0.20393865579782,-0.13203609436388,0.282697438762652,-0.183026928145967,1.96475918699268,0,1,0.0701848062885158,1,0,0,NA,NA
2,"SR_const__LR_both","const","both",7,1,"Y_short",1,7,"p07_Y_short_const_both","computed",281.674834036001,57,57,16,5,2,3,26,-511.349668072003,-458.230335108305,-490.705685168564,-464.549668072003,0.647430443470108,0.154974632254468,0.256304371683101,0.154974632254468,-0.100335294887127,0.256304371683101,-0.165939253022117,1.99931367583362,0.102611963403497,0.984532822133918,0.0837373222740482,1,0,0,NA,NA
2,"SR_const__LR_both","const","both",7,1,"K_short",7,1,"p07_K_short_const_both","computed",274.03845859743,57,57,16,5,2,3,26,-496.07691719486,-442.957584231161,-475.432934291421,-449.27691719486,0.647430443470108,-0.0259634532688862,0.123962416378186,-0.0259634532688862,0.0168095300638904,0.123962416378186,-0.080257042209355,1.2627150282014,0.718625364507602,0.465712157661058,0.143584242782305,1,0,0,NA,NA
