"window_id","historical_start_year","historical_end_year","window_classification","allowed_in_D12E","allowed_in_D12F","reason","source","notes"
"full_long_sample",1929,2024,"HISTORICAL_FULL_SAMPLE_BENCHMARK",TRUE,FALSE,"D12C already estimated current full available baseline","S22 historical commit 27ce51947f6eafdf5e38190b3412581681141e0c","D12E imports window IDs and bounds only; S22 q_omega/A00 logic remains blocked."
"pre_1974_full",1929,1973,"PRIMARY_ROBUSTNESS_WINDOW",TRUE,TRUE,"locked pre-1974 primary robustness window","S22 historical commit 27ce51947f6eafdf5e38190b3412581681141e0c","D12E imports window IDs and bounds only; S22 q_omega/A00 logic remains blocked."
"post_1973_full",1974,2024,"PRIMARY_ROBUSTNESS_WINDOW",TRUE,TRUE,"locked post-1973 primary robustness window","S22 historical commit 27ce51947f6eafdf5e38190b3412581681141e0c","D12E imports window IDs and bounds only; S22 q_omega/A00 logic remains blocked."
"fordist_core",1945,1973,"SECONDARY_ROBUSTNESS_WINDOW",TRUE,TRUE,"locked Fordist core secondary window","S22 historical commit 27ce51947f6eafdf5e38190b3412581681141e0c","D12E imports window IDs and bounds only; S22 q_omega/A00 logic remains blocked."
"bridge_1940_1978",1940,1978,"SECONDARY_TRANSITION_WINDOW",TRUE,TRUE,"locked transition secondary window","S22 historical commit 27ce51947f6eafdf5e38190b3412581681141e0c","D12E imports window IDs and bounds only; S22 q_omega/A00 logic remains blocked."
"pre_1974_alt_1940_1973",1940,1973,"SUPPORT_WINDOW",TRUE,TRUE,"locked support window","S22 historical commit 27ce51947f6eafdf5e38190b3412581681141e0c","D12E imports window IDs and bounds only; S22 q_omega/A00 logic remains blocked."
"pre_1974_alt_1947_1973",1947,1973,"SUPPORT_WINDOW",TRUE,TRUE,"locked support window","S22 historical commit 27ce51947f6eafdf5e38190b3412581681141e0c","D12E imports window IDs and bounds only; S22 q_omega/A00 logic remains blocked."
"post_1974_tight",,,"BLOCKED_SHORT_WINDOW",FALSE,FALSE,"historically forbidden short post-1974 window","S22 historical commit 27ce51947f6eafdf5e38190b3412581681141e0c","D12E imports window IDs and bounds only; S22 q_omega/A00 logic remains blocked."
"post_1974_support",,,"BLOCKED_SHORT_WINDOW",FALSE,FALSE,"historically forbidden short post-1974 window","S22 historical commit 27ce51947f6eafdf5e38190b3412581681141e0c","D12E imports window IDs and bounds only; S22 q_omega/A00 logic remains blocked."
"volcker_event_profile",1979,1982,"DESCRIPTIVE_EVENT_PROFILE_ONLY",TRUE,FALSE,"Volcker event profile is descriptive only","S22 historical commit 27ce51947f6eafdf5e38190b3412581681141e0c","D12E imports window IDs and bounds only; S22 q_omega/A00 logic remains blocked."
