"variable_id","status","real_output_status"
"Y_CORP_GVA_raw_nominal","AUTHORIZED_COMPARISON_RAW;NOT_CLEANED;NOT_BASELINE_PRODUCTIVE_ORIGIN","Y_CORP_REAL_NOT_CONSTRUCTED;CORP_REAL_DEFLATOR_REVIEW_REQUIRED"
"Y_CORP_NVA_raw_nominal","AUTHORIZED_COMPARISON_RAW;NOT_CLEANED;NOT_BASELINE_PRODUCTIVE_ORIGIN","Y_CORP_REAL_NOT_CONSTRUCTED;CORP_REAL_DEFLATOR_REVIEW_REQUIRED"
"CORP_GVA_nominal_raw","AUTHORIZED_COMPARISON_RAW;NOT_CLEANED;NOT_BASELINE_PRODUCTIVE_ORIGIN","Y_CORP_REAL_NOT_CONSTRUCTED;CORP_REAL_DEFLATOR_REVIEW_REQUIRED"
"CORP_NVA_nominal_raw","AUTHORIZED_COMPARISON_RAW;NOT_CLEANED;NOT_BASELINE_PRODUCTIVE_ORIGIN","Y_CORP_REAL_NOT_CONSTRUCTED;CORP_REAL_DEFLATOR_REVIEW_REQUIRED"
"CORP_GOS_raw","AUTHORIZED_COMPARISON_RAW;NOT_CLEANED;NOT_BASELINE_PRODUCTIVE_ORIGIN","Y_CORP_REAL_NOT_CONSTRUCTED;CORP_REAL_DEFLATOR_REVIEW_REQUIRED"
"CORP_NOS_raw","AUTHORIZED_COMPARISON_RAW;NOT_CLEANED;NOT_BASELINE_PRODUCTIVE_ORIGIN","Y_CORP_REAL_NOT_CONSTRUCTED;CORP_REAL_DEFLATOR_REVIEW_REQUIRED"
"CORP_COMP","AUTHORIZED_COMPARISON_RAW;NOT_CLEANED;NOT_BASELINE_PRODUCTIVE_ORIGIN","Y_CORP_REAL_NOT_CONSTRUCTED;CORP_REAL_DEFLATOR_REVIEW_REQUIRED"
"CORP_CFC","AUTHORIZED_COMPARISON_RAW;NOT_CLEANED;NOT_BASELINE_PRODUCTIVE_ORIGIN","Y_CORP_REAL_NOT_CONSTRUCTED;CORP_REAL_DEFLATOR_REVIEW_REQUIRED"
"CORP_TAX","AUTHORIZED_COMPARISON_RAW;NOT_CLEANED;NOT_BASELINE_PRODUCTIVE_ORIGIN","Y_CORP_REAL_NOT_CONSTRUCTED;CORP_REAL_DEFLATOR_REVIEW_REQUIRED"
"CORP_NET_INTEREST","AUTHORIZED_COMPARISON_RAW;NOT_CLEANED;NOT_BASELINE_PRODUCTIVE_ORIGIN","Y_CORP_REAL_NOT_CONSTRUCTED;CORP_REAL_DEFLATOR_REVIEW_REQUIRED"
"CORP_CURRENT_TRANSFERS_NET","AUTHORIZED_COMPARISON_RAW;NOT_CLEANED;NOT_BASELINE_PRODUCTIVE_ORIGIN","Y_CORP_REAL_NOT_CONSTRUCTED;CORP_REAL_DEFLATOR_REVIEW_REQUIRED"
"CORP_PBT","AUTHORIZED_COMPARISON_RAW;NOT_CLEANED;NOT_BASELINE_PRODUCTIVE_ORIGIN","Y_CORP_REAL_NOT_CONSTRUCTED;CORP_REAL_DEFLATOR_REVIEW_REQUIRED"
"CORP_PROFITS_BEFORE_TAX","AUTHORIZED_COMPARISON_RAW;NOT_CLEANED;NOT_BASELINE_PRODUCTIVE_ORIGIN","Y_CORP_REAL_NOT_CONSTRUCTED;CORP_REAL_DEFLATOR_REVIEW_REQUIRED"
"CORP_TAXES_ON_CORPORATE_INCOME_OR_PROFITS","AUTHORIZED_COMPARISON_RAW;NOT_CLEANED;NOT_BASELINE_PRODUCTIVE_ORIGIN","Y_CORP_REAL_NOT_CONSTRUCTED;CORP_REAL_DEFLATOR_REVIEW_REQUIRED"
"CORP_PROFITS_AFTER_TAX","AUTHORIZED_COMPARISON_RAW;NOT_CLEANED;NOT_BASELINE_PRODUCTIVE_ORIGIN","Y_CORP_REAL_NOT_CONSTRUCTED;CORP_REAL_DEFLATOR_REVIEW_REQUIRED"
"CORP_DIVIDENDS_NET","AUTHORIZED_COMPARISON_RAW;NOT_CLEANED;NOT_BASELINE_PRODUCTIVE_ORIGIN","Y_CORP_REAL_NOT_CONSTRUCTED;CORP_REAL_DEFLATOR_REVIEW_REQUIRED"
"CORP_UNDISTRIBUTED_PROFITS_OR_RETAINED_EARNINGS","AUTHORIZED_COMPARISON_RAW;NOT_CLEANED;NOT_BASELINE_PRODUCTIVE_ORIGIN","Y_CORP_REAL_NOT_CONSTRUCTED;CORP_REAL_DEFLATOR_REVIEW_REQUIRED"
