"check_id","year","absolute_residual","relative_residual","maximum_absolute_residual","mean_absolute_residual","tolerance","result","notes"
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1929,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1930,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1931,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1932,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1933,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1934,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1935,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1936,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1937,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1938,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1939,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1940,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1941,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1942,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1943,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1944,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1945,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1946,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
"CORP_GVA_EQUALS_NVA_PLUS_CFC",1947,0,0,1,0.0618556701030928,2,"PASS","Published current-dollar components; tolerance reflects million-dollar rounding."
