method,signal_col,signal_idx,signal_year,idx,year,value,type,signal_prev,signal_curr,signal_strength
smoothed_dlog_rule,dlog_r_smoothed,7,1946,7,1946,0.10985438859347624,peak,0.07618289964424492,-0.05959146836300603,0.13577436800725096
smoothed_dlog_rule,dlog_r_smoothed,8,1947,8,1947,0.07023307866463961,trough,-0.05959146836300603,0.021739874925143027,0.08133134328814906
smoothed_dlog_rule,dlog_r_smoothed,9,1948,9,1948,0.10156526586796226,peak,0.021739874925143027,-0.043036362524779236,0.06477623744992227
smoothed_dlog_rule,dlog_r_smoothed,10,1949,10,1949,0.09654861474591506,trough,-0.043036362524779236,0.13364285576604695,0.1766792182908262
smoothed_dlog_rule,dlog_r_smoothed,12,1951,12,1951,0.11426343062740091,peak,0.0392683240920643,-0.025437405483190585,0.06470572957525489
smoothed_dlog_rule,dlog_r_smoothed,13,1952,13,1952,0.08945488721964244,trough,-0.025437405483190585,0.10858625518676468,0.13402366066995527
smoothed_dlog_rule,dlog_r_smoothed,16,1955,16,1955,0.14115822872463382,peak,0.15204900197973262,-0.07535466513435174,0.22740366711408436
smoothed_dlog_rule,dlog_r_smoothed,23,1962,22,1961,0.0806699493415625,trough,-0.002377722469498226,0.04561690816776857,0.04799463063726679
smoothed_dlog_rule,dlog_r_smoothed,24,1963,24,1963,0.10577995614430469,peak,0.04561690816776857,-0.022578747704074125,0.06819565587184269
smoothed_dlog_rule,dlog_r_smoothed,26,1965,25,1964,0.0753866261951969,trough,-0.05272493368593375,0.008464390187630233,0.06118932387356398
smoothed_dlog_rule,dlog_r_smoothed,31,1970,30,1969,0.12022918546617364,peak,0.0426729928946988,-0.006720006711153766,0.04939299960585257
smoothed_dlog_rule,dlog_r_smoothed,34,1973,33,1972,0.07463223801686555,trough,-0.04248751223059122,0.06868086735203945,0.11116837958263066
smoothed_dlog_rule,dlog_r_smoothed,36,1975,35,1974,0.1336485373820318,peak,0.0851061065186595,-0.004322267974260718,0.08942837449292022
smoothed_dlog_rule,dlog_r_smoothed,38,1977,37,1976,0.10050615134368027,trough,-0.08092970020352401,0.08350402429037758,0.1644337244939016
