"candidate_id","source_variable_id","display_name","source_file","source_table","source_line","sector_boundary","counterparty_boundary","accounting_position","gross_or_net","paid_or_received","actual_or_imputed","monetary_or_nonmonetary","unit","frequency","coverage_start","coverage_end","observation_count","sign_convention","source_status","constructibility_status","existing_downstream_status","semantic_class","semantic_evidence","limitations","selected_for_construction","selection_reason"
"S30G_INT_01","NFC_NET_INT","NFC_net_interest_misc_payments","output/US/S24A_INCOME_DISTRIBUTION_SOURCE_INPUTS_CONSTRUCTION/csv/S24A_income_distribution_source_inputs_long.csv","T11400","25","NFC","UNRESOLVED","NET_INTEREST_AND_MISC_PAYMENTS","NET","NET_PAYMENT_POSITION","ACTUAL_IMPUTED_NOT_SEPARATED","MIXED_OR_UNRESOLVED","Millions of current dollars","A",1929,2025,97,"positive value interpreted as positive NFC net interest and miscellaneous payment burden","OBSERVATION_BEARING","ADMISSIBLE_BOUNDED_PROXY","READY_AS_BASELINE","ADMISSIBLE_NFC_INTEREST_AND_MISC_PAYMENTS_PROXY","BEA NIPA T1.14 line 25 explicitly identifies NFC net interest and miscellaneous payments.","Counterparty is not identified; actual and imputed components are not separated; miscellaneous payments are included; not an exact Appendix 6.7 measure.","yes","Strongest available source meeting the bounded NFC proxy gate."
"S30G_INT_02","CORP_NET_INT","CORP_net_interest_misc_payments","output/US/S24A_INCOME_DISTRIBUTION_SOURCE_INPUTS_CONSTRUCTION/csv/S24A_income_distribution_source_inputs_long.csv","T11400","9","CORP","UNRESOLVED","NET_INTEREST_AND_MISC_PAYMENTS","NET","NET_PAYMENT_POSITION","ACTUAL_IMPUTED_NOT_SEPARATED","MIXED_OR_UNRESOLVED","Millions of current dollars","A",1929,2025,97,"source sign retained; not used for construction","OBSERVATION_BEARING","NOT_SELECTED","READY_AS_BASELINE","SECTOR_BOUNDARY_MISMATCH","Existing committed metadata does not meet the NFC bounded-proxy gate.","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy.","no","A stronger admissible NFC source exists or this candidate fails sector/accounting semantics."
"S30G_INT_03","T711_L4","BankMonIntPaid_paid_financial","data/external/us_bea_provider/us_bea_shaikh_candidate_line_semantic_audit.csv","T71100","4","FIN","UNRESOLVED","MONETARY_INTEREST_PAID","GROSS","PAID","ACTUAL_MONETARY","MONETARY","Millions of current dollars","A",1946,2024,79,"source sign retained; not used for construction","OBSERVATION_BEARING","NOT_SELECTED","READY_AS_BASELINE","SECTOR_BOUNDARY_MISMATCH","The current hierarchy directly identifies financial corporate monetary interest paid. This term is semantically usable on its own, but it does not validate the complete legacy formula.","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy.","no","A stronger admissible NFC source exists or this candidate fails sector/accounting semantics."
"S30G_INT_04","T711_L28","BankMonIntPaid_received_financial","data/external/us_bea_provider/us_bea_shaikh_candidate_line_semantic_audit.csv","T71100","28","FIN","UNRESOLVED","MONETARY_INTEREST_RECEIVED","GROSS","RECEIVED","ACTUAL_MONETARY","MONETARY","Millions of current dollars","A",1946,2024,79,"source sign retained; not used for construction","OBSERVATION_BEARING","NOT_SELECTED","READY_AS_BASELINE","INTEREST_RECEIVED_ONLY","The current hierarchy directly identifies financial corporate monetary interest received. This term is semantically usable on its own, but it does not validate the complete legacy formula.","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy.","no","A stronger admissible NFC source exists or this candidate fails sector/accounting semantics."
"S30G_INT_05","T711_L44","BankMonIntPaid_paid_banks_credit_investment","data/external/us_bea_provider/us_bea_shaikh_candidate_line_semantic_audit.csv","T71100","44","FIN_SUBSECTOR","UNRESOLVED","IMPUTED_INTEREST_PAID","GROSS","PAID","IMPUTED","NONMONETARY_IMPUTED","Millions of current dollars","A",1946,2024,79,"source sign retained; not used for construction","OBSERVATION_BEARING","NOT_SELECTED","READY_AS_BASELINE","IMPUTED_INTEREST_ONLY","The line is a specific financial subsector, not all financial corporate business. It may proxy a bank-focused component, but a historical description/series-code crosswalk is required before formula use.","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy.","no","A stronger admissible NFC source exists or this candidate fails sector/accounting semantics."
"S30G_INT_06","T711_L52","BankMonIntPaid_paid_state_local","data/external/us_bea_provider/us_bea_shaikh_candidate_line_semantic_audit.csv","T71100","52","STATE_LOCAL_GOVERNMENT","UNRESOLVED","IMPUTED_INTEREST_PAID","GROSS","PAID","IMPUTED","NONMONETARY_IMPUTED","Millions of current dollars","A",1946,2024,79,"source sign retained; not used for construction","OBSERVATION_BEARING","NOT_SELECTED","READY_AS_BASELINE","SECTOR_BOUNDARY_MISMATCH","The current line is a state-and-local-government payment branch. Its subtraction from a bank monetary-interest object requires a historical semantic crosswalk that is not present.","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy.","no","A stronger admissible NFC source exists or this candidate fails sector/accounting semantics."
"S30G_INT_07","T711_L53","CorpNFNetImpIntPaid_line53","data/external/us_bea_provider/us_bea_shaikh_candidate_line_semantic_audit.csv","T71100","53","REST_OF_WORLD","UNRESOLVED","IMPUTED_INTEREST_PAID","GROSS","PAID","IMPUTED","NONMONETARY_IMPUTED","Millions of current dollars","A",1986,2024,39,"source sign retained; not used for construction","OBSERVATION_BEARING","NOT_SELECTED","READY_AS_BASELINE","SECTOR_BOUNDARY_MISMATCH","The current line is rest-of-world imputed interest paid, not nonfinancial-corporate imputed interest received. Its shorter 1986-2024 coverage also conflicts with the other candidate lines.","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy.","no","A stronger admissible NFC source exists or this candidate fails sector/accounting semantics."
"S30G_INT_08","T711_L73","BankMonIntPaid_received_federal","data/external/us_bea_provider/us_bea_shaikh_candidate_line_semantic_audit.csv","T71100","73","FEDERAL_GOVERNMENT","UNRESOLVED","IMPUTED_INTEREST_RECEIVED","GROSS","RECEIVED","IMPUTED","NONMONETARY_IMPUTED","Millions of current dollars","A",1946,2024,79,"source sign retained; not used for construction","OBSERVATION_BEARING","NOT_SELECTED","READY_AS_BASELINE","INTEREST_RECEIVED_ONLY","The current line is a federal-government receipt branch. Its positive role in a bank monetary-interest object is not self-validating and lacks a demonstrated legacy-to-current crosswalk.","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy.","no","A stronger admissible NFC source exists or this candidate fails sector/accounting semantics."
"S30G_INT_09","T711_L74","CorpNFNetImpIntPaid_line74","data/external/us_bea_provider/us_bea_shaikh_candidate_line_semantic_audit.csv","T71100","74","STATE_LOCAL_GOVERNMENT","UNRESOLVED","IMPUTED_INTEREST_RECEIVED","GROSS","RECEIVED","IMPUTED","NONMONETARY_IMPUTED","Millions of current dollars","A",1946,2024,79,"source sign retained; not used for construction","OBSERVATION_BEARING","NOT_SELECTED","READY_AS_BASELINE","SECTOR_BOUNDARY_MISMATCH","The current line is state-and-local-government imputed interest received, not nonfinancial-corporate imputed interest paid. It cannot carry the legacy NFC role.","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy.","no","A stronger admissible NFC source exists or this candidate fails sector/accounting semantics."
"S30G_INT_10","T711_L91","BankMonIntPaid_paid_government","data/external/us_bea_provider/us_bea_shaikh_candidate_line_semantic_audit.csv","T71100","91","GOVERNMENT","UNRESOLVED","IMPUTED_INTEREST_PAID","GROSS","PAID","IMPUTED","NONMONETARY_IMPUTED","Millions of current dollars","A",1946,2024,79,"source sign retained; not used for construction","OBSERVATION_BEARING","NOT_SELECTED","READY_AS_BASELINE","SECTOR_BOUNDARY_MISMATCH","The current line is a broad government aggregate in the second imputed-interest-paid block and can be negative. It is not a bank-specific line and is only a possible broad proxy pending a legacy crosswalk.","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy.","no","A stronger admissible NFC source exists or this candidate fails sector/accounting semantics."
"S30G_INT_11","CORP_IMPUTED_INTEREST_ADJ","Corp Imputed Interest Adj","output/US/S21_PROVIDER_V1_SOURCE_OF_TRUTH_INTAKE/csv/S21_source_panel_long_v1.csv","S20E_CL_CONCEPTUAL_LEDGER","CORP_IMPUTED_INTEREST_ADJ","CORPORATE_CONCEPTUAL","UNRESOLVED","METADATA_ONLY_ADJUSTMENT","UNRESOLVED","UNRESOLVED","IMPUTED_CONCEPTUAL","UNRESOLVED","not_applicable","not_applicable",,,0,"source sign retained; not used for construction","METADATA_ONLY","NOT_SELECTED","DOCUMENTATION_AND_RECONCILIATION_CANDIDATE","NOT_ADMISSIBLE","Existing committed metadata does not meet the NFC bounded-proxy gate.","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy.","no","A stronger admissible NFC source exists or this candidate fails sector/accounting semantics."
