"variable_id","display_name","construction_family","s24a_construction_status","constructed_observation_rows","expected_observation_rows","coverage_start","expected_coverage_start","coverage_end","expected_coverage_end","source_dataset","source_table","source_line","source_line_description","unit","frequency","provider_release_commit","provider_v1_commit","s21_intake_commit","s22_model_input_preparation_commit","s23_construction_plan_commit","s22_authorization","s23_authorization_scope","s24a_decision_effect","can_enter_modeling","can_construct_adjusted_shaikh","blocked_or_parked_status","notes","s25_source_stage","s25_object_status","s24b_construction_status","s24a_income_distribution_construction_commit","s24b_decision_effect","s24c_construction_status","s24b_fixed_assets_construction_commit","s24c_decision_effect","s25_stage_id","s25_consolidation_action","s24c_provider_other_construction_commit","s25_modeling_authorized","s25_econometrics_authorized","s25_derived_variable_planning_authorized","s25_notes","panel_observation_rows","s26_stage_id","s26_review_status","s26_completeness_verdict","s26_metadata_only_not_failure","s25_consolidation_commit","s26_derived_variable_planning_started","s26_modeling_authorized","s26_econometrics_authorized"
"CORP_AFTER_TAX","CORP_profits_after_tax_IVA_CCAdj","income_distribution_source_inputs","constructed",97,97,1929,1929,2025,2025,"NIPA","T11400",13,"Profits after tax with IVA and CCAdj","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_income_distribution_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation.","S24A_INCOME_DISTRIBUTION_SOURCE_INPUTS_CONSTRUCTION","authorized_observation_bearing","","444fb8397c00feb801369eac52614ca633afbfcc","","","24bcad5797cbebddbd77d697bc3ebdf0049746e2","","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.",97,"S26_SOURCE_INPUT_COMPLETENESS_REVIEW","complete_observation_bearing_source_input","complete_for_source_input_layer_review","not_applicable","1d6276ac35754e29acfeb755b6a351873cf59f6b","no","no","no"
"CORP_CFC","CORP_consumption_fixed_capital","income_distribution_source_inputs","constructed",97,97,1929,1929,2025,2025,"NIPA","T11400",2,"Consumption of fixed capital","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_income_distribution_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation.","S24A_INCOME_DISTRIBUTION_SOURCE_INPUTS_CONSTRUCTION","authorized_observation_bearing","","444fb8397c00feb801369eac52614ca633afbfcc","","","24bcad5797cbebddbd77d697bc3ebdf0049746e2","","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.",97,"S26_SOURCE_INPUT_COMPLETENESS_REVIEW","complete_observation_bearing_source_input","complete_for_source_input_layer_review","not_applicable","1d6276ac35754e29acfeb755b6a351873cf59f6b","no","no","no"
"CORP_COMP","CORP_compensation_employees","income_distribution_source_inputs","constructed",97,97,1929,1929,2025,2025,"NIPA","T11400",4,"Compensation of employees","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_income_distribution_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation.","S24A_INCOME_DISTRIBUTION_SOURCE_INPUTS_CONSTRUCTION","authorized_observation_bearing","","444fb8397c00feb801369eac52614ca633afbfcc","","","24bcad5797cbebddbd77d697bc3ebdf0049746e2","","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.",97,"S26_SOURCE_INPUT_COMPLETENESS_REVIEW","complete_observation_bearing_source_input","complete_for_source_input_layer_review","not_applicable","1d6276ac35754e29acfeb755b6a351873cf59f6b","no","no","no"
"CORP_DIVIDENDS_NET","CORP_net_dividends","income_distribution_source_inputs","constructed",97,97,1929,1929,2025,2025,"NIPA","T11400",14,"Net dividends","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_income_distribution_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation.","S24A_INCOME_DISTRIBUTION_SOURCE_INPUTS_CONSTRUCTION","authorized_observation_bearing","","444fb8397c00feb801369eac52614ca633afbfcc","","","24bcad5797cbebddbd77d697bc3ebdf0049746e2","","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.",97,"S26_SOURCE_INPUT_COMPLETENESS_REVIEW","complete_observation_bearing_source_input","complete_for_source_input_layer_review","not_applicable","1d6276ac35754e29acfeb755b6a351873cf59f6b","no","no","no"
"CORP_GVA","CORP_gross_value_added","income_distribution_source_inputs","constructed",97,97,1929,1929,2025,2025,"NIPA","T11400",1,"Gross value added of corporate business","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_income_distribution_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation.","S24A_INCOME_DISTRIBUTION_SOURCE_INPUTS_CONSTRUCTION","authorized_observation_bearing","","444fb8397c00feb801369eac52614ca633afbfcc","","","24bcad5797cbebddbd77d697bc3ebdf0049746e2","","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.",97,"S26_SOURCE_INPUT_COMPLETENESS_REVIEW","complete_observation_bearing_source_input","complete_for_source_input_layer_review","not_applicable","1d6276ac35754e29acfeb755b6a351873cf59f6b","no","no","no"
"CORP_NET_INT","CORP_net_interest_misc_payments","income_distribution_source_inputs","constructed",97,97,1929,1929,2025,2025,"NIPA","T11400",9,"Net interest and miscellaneous payments","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_income_distribution_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation.","S24A_INCOME_DISTRIBUTION_SOURCE_INPUTS_CONSTRUCTION","authorized_observation_bearing","","444fb8397c00feb801369eac52614ca633afbfcc","","","24bcad5797cbebddbd77d697bc3ebdf0049746e2","","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.",97,"S26_SOURCE_INPUT_COMPLETENESS_REVIEW","complete_observation_bearing_source_input","complete_for_source_input_layer_review","not_applicable","1d6276ac35754e29acfeb755b6a351873cf59f6b","no","no","no"
"CORP_NOS","CORP_net_operating_surplus","income_distribution_source_inputs","constructed",97,97,1929,1929,2025,2025,"NIPA","T11400",8,"Net operating surplus","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_income_distribution_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation.","S24A_INCOME_DISTRIBUTION_SOURCE_INPUTS_CONSTRUCTION","authorized_observation_bearing","","444fb8397c00feb801369eac52614ca633afbfcc","","","24bcad5797cbebddbd77d697bc3ebdf0049746e2","","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.",97,"S26_SOURCE_INPUT_COMPLETENESS_REVIEW","complete_observation_bearing_source_input","complete_for_source_input_layer_review","not_applicable","1d6276ac35754e29acfeb755b6a351873cf59f6b","no","no","no"
"CORP_NVA","CORP_net_value_added","income_distribution_source_inputs","constructed",97,97,1929,1929,2025,2025,"NIPA","T11400",3,"Net value added","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_income_distribution_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation.","S24A_INCOME_DISTRIBUTION_SOURCE_INPUTS_CONSTRUCTION","authorized_observation_bearing","","444fb8397c00feb801369eac52614ca633afbfcc","","","24bcad5797cbebddbd77d697bc3ebdf0049746e2","","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.",97,"S26_SOURCE_INPUT_COMPLETENESS_REVIEW","complete_observation_bearing_source_input","complete_for_source_input_layer_review","not_applicable","1d6276ac35754e29acfeb755b6a351873cf59f6b","no","no","no"
"CORP_PAT","CORP_profits_after_tax","income_distribution_source_inputs","constructed",97,97,1929,1929,2025,2025,"NIPA","T11400",38,"Profits after tax (without IVA and CCAdj)","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_income_distribution_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation.","S24A_INCOME_DISTRIBUTION_SOURCE_INPUTS_CONSTRUCTION","authorized_observation_bearing","","444fb8397c00feb801369eac52614ca633afbfcc","","","24bcad5797cbebddbd77d697bc3ebdf0049746e2","","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.",97,"S26_SOURCE_INPUT_COMPLETENESS_REVIEW","complete_observation_bearing_source_input","complete_for_source_input_layer_review","not_applicable","1d6276ac35754e29acfeb755b6a351873cf59f6b","no","no","no"
"CORP_PBT","CORP_profits_before_tax","income_distribution_source_inputs","constructed",97,97,1929,1929,2025,2025,"NIPA","T11400",37,"Profits before tax (without IVA and CCAdj)","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_income_distribution_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation.","S24A_INCOME_DISTRIBUTION_SOURCE_INPUTS_CONSTRUCTION","authorized_observation_bearing","","444fb8397c00feb801369eac52614ca633afbfcc","","","24bcad5797cbebddbd77d697bc3ebdf0049746e2","","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.",97,"S26_SOURCE_INPUT_COMPLETENESS_REVIEW","complete_observation_bearing_source_input","complete_for_source_input_layer_review","not_applicable","1d6276ac35754e29acfeb755b6a351873cf59f6b","no","no","no"
