"source_folder","file_name","file_path","exists","inspected","rows","columns","relevance","notes"
"output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION","D12C_README.md","C:/ReposGitHub/Capacity-Utilization-US_Chile/output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION/D12C_README.md",TRUE,TRUE,,,"required D12C review input","inspected without modification"
"output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION","D12C_TERMINAL_DECISION.md","C:/ReposGitHub/Capacity-Utilization-US_Chile/output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION/D12C_TERMINAL_DECISION.md",TRUE,TRUE,,,"required D12C review input","inspected without modification"
"output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION","D12C_RDOLS_MODEL_CARD_INDEX.md","C:/ReposGitHub/Capacity-Utilization-US_Chile/output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION/reports/D12C_RDOLS_MODEL_CARD_INDEX.md",TRUE,TRUE,,,"required D12C review input","inspected without modification"
"output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION","D12C_INPUT_DISCOVERY_LEDGER.csv","C:/ReposGitHub/Capacity-Utilization-US_Chile/output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION/csv/D12C_INPUT_DISCOVERY_LEDGER.csv",TRUE,TRUE,20,9,"required D12C review input","inspected without modification"
"output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION","D12C_D12B_CONTRACT_CONFIRMATION_LEDGER.csv","C:/ReposGitHub/Capacity-Utilization-US_Chile/output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION/csv/D12C_D12B_CONTRACT_CONFIRMATION_LEDGER.csv",TRUE,TRUE,11,3,"required D12C review input","inspected without modification"
"output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION","D12C_RDOLS_FUNCTION_REGISTRY.csv","C:/ReposGitHub/Capacity-Utilization-US_Chile/output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION/csv/D12C_RDOLS_FUNCTION_REGISTRY.csv",TRUE,TRUE,16,7,"required D12C review input","inspected without modification"
"output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION","D12C_AUTHORIZED_MODEL_OBJECT_LEDGER.csv","C:/ReposGitHub/Capacity-Utilization-US_Chile/output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION/csv/D12C_AUTHORIZED_MODEL_OBJECT_LEDGER.csv",TRUE,TRUE,2,10,"required D12C review input","inspected without modification"
"output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION","D12C_RDOLS_ESTIMATION_RUN_LEDGER.csv","C:/ReposGitHub/Capacity-Utilization-US_Chile/output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION/csv/D12C_RDOLS_ESTIMATION_RUN_LEDGER.csv",TRUE,TRUE,2,12,"required D12C review input","inspected without modification"
"output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION","D12C_RDOLS_COEFFICIENT_LEDGER.csv","C:/ReposGitHub/Capacity-Utilization-US_Chile/output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION/csv/D12C_RDOLS_COEFFICIENT_LEDGER.csv",TRUE,TRUE,14,10,"required D12C review input","inspected without modification"
"output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION","D12C_RDOLS_AUXILIARY_COEFFICIENT_LEDGER.csv","C:/ReposGitHub/Capacity-Utilization-US_Chile/output/US/D12C_CONTROLLED_PRELIMINARY_RDOLS_ESTIMATION/csv/D12C_RDOLS_AUXILIARY_COEFFICIENT_LEDGER.csv",TRUE,TRUE,24,10,"required D12C review input","inspected without modification"
