"run_id","model_id","term","coefficient_role","shown_by_default","preliminary_status","is_dynamic_base_difference_term","is_interaction_dynamic_term","review_status","notes"
"D12C_RUN_001","RDOLS_ME_NRC_OMEGA_INT_LL11","d_k_me_log_lead1","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_001","RDOLS_ME_NRC_OMEGA_INT_LL11","d_k_me_log_current","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_001","RDOLS_ME_NRC_OMEGA_INT_LL11","d_k_me_log_lag1","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_001","RDOLS_ME_NRC_OMEGA_INT_LL11","d_k_nrc_log_lead1","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_001","RDOLS_ME_NRC_OMEGA_INT_LL11","d_k_nrc_log_current","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_001","RDOLS_ME_NRC_OMEGA_INT_LL11","d_k_nrc_log_lag1","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_001","RDOLS_ME_NRC_OMEGA_INT_LL11","d_omega_nfc_lead1","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_001","RDOLS_ME_NRC_OMEGA_INT_LL11","d_omega_nfc_current","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_001","RDOLS_ME_NRC_OMEGA_INT_LL11","d_omega_nfc_lag1","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_002","RDOLS_ME_NRC_OMEGA_INT_LL22","d_k_me_log_lead2","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_002","RDOLS_ME_NRC_OMEGA_INT_LL22","d_k_me_log_lead1","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_002","RDOLS_ME_NRC_OMEGA_INT_LL22","d_k_me_log_current","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_002","RDOLS_ME_NRC_OMEGA_INT_LL22","d_k_me_log_lag1","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_002","RDOLS_ME_NRC_OMEGA_INT_LL22","d_k_me_log_lag2","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_002","RDOLS_ME_NRC_OMEGA_INT_LL22","d_k_nrc_log_lead2","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_002","RDOLS_ME_NRC_OMEGA_INT_LL22","d_k_nrc_log_lead1","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_002","RDOLS_ME_NRC_OMEGA_INT_LL22","d_k_nrc_log_current","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_002","RDOLS_ME_NRC_OMEGA_INT_LL22","d_k_nrc_log_lag1","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_002","RDOLS_ME_NRC_OMEGA_INT_LL22","d_k_nrc_log_lag2","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_002","RDOLS_ME_NRC_OMEGA_INT_LL22","d_omega_nfc_lead2","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_002","RDOLS_ME_NRC_OMEGA_INT_LL22","d_omega_nfc_lead1","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_002","RDOLS_ME_NRC_OMEGA_INT_LL22","d_omega_nfc_current","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_002","RDOLS_ME_NRC_OMEGA_INT_LL22","d_omega_nfc_lag1","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
"D12C_RUN_002","RDOLS_ME_NRC_OMEGA_INT_LL22","d_omega_nfc_lag2","restricted_base_difference_dynamic",FALSE,"CONTROLLED_PRELIMINARY",TRUE,FALSE,"PASS_PRELIMINARY_REVIEW","Auxiliary terms reviewed as restricted dynamic-correction terms only"
