"review_item","status","notes"
"coefficient sign review","ALLOWED_DESIGN_STAGE_PRELIMINARY_ONLY","D12D may review design-stage evidence only; no final interpretation."
"coefficient magnitude review","ALLOWED_DESIGN_STAGE_PRELIMINARY_ONLY","D12D may review design-stage evidence only; no final interpretation."
"LL11 vs LL22 preliminary stability review","ALLOWED_DESIGN_STAGE_PRELIMINARY_ONLY","D12D may review design-stage evidence only; no final interpretation."
"sample adequacy review","ALLOWED_DESIGN_STAGE_PRELIMINARY_ONLY","D12D may review design-stage evidence only; no final interpretation."
"rank adequacy review","ALLOWED_DESIGN_STAGE_PRELIMINARY_ONLY","D12D may review design-stage evidence only; no final interpretation."
"diagnostic warning review","ALLOWED_DESIGN_STAGE_PRELIMINARY_ONLY","D12D may review design-stage evidence only; no final interpretation."
"productive capacity reconstruction","BLOCKED","Blocked in D12D; no downstream reconstruction or final manuscript result."
"utilization reconstruction","BLOCKED","Blocked in D12D; no downstream reconstruction or final manuscript result."
"elasticity recovery","BLOCKED","Blocked in D12D; no downstream reconstruction or final manuscript result."
"final manuscript interpretation","BLOCKED","Blocked in D12D; no downstream reconstruction or final manuscript result."
