"variable_id","display_name","construction_family","s24a_construction_status","constructed_observation_rows","expected_observation_rows","coverage_start","expected_coverage_start","coverage_end","expected_coverage_end","source_dataset","source_table","source_line","source_line_description","unit","frequency","provider_release_commit","provider_v1_commit","s21_intake_commit","s22_model_input_preparation_commit","s23_construction_plan_commit","s22_authorization","s23_authorization_scope","s24a_decision_effect","can_enter_modeling","can_construct_adjusted_shaikh","blocked_or_parked_status","notes","s25_source_stage","s25_object_status","s24b_construction_status","s24a_income_distribution_construction_commit","s24b_decision_effect","s24c_construction_status","s24b_fixed_assets_construction_commit","s24c_decision_effect","s25_stage_id","s25_consolidation_action","s24c_provider_other_construction_commit","s25_modeling_authorized","s25_econometrics_authorized","s25_derived_variable_planning_authorized","s25_notes","zero_observation_metadata_status"
"DOWNSTREAM__GOV_TRANS_GPIM","GOV_TRANS_GPIM","provider_source_inputs_other",,0,0,,,,,"","",,"","","","","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only",,"","","","No transformation beyond S21 row filtering and lineage preservation.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","authorized_zero_observation_metadata",,"444fb8397c00feb801369eac52614ca633afbfcc",,"constructed_zero_observation_metadata_record","24bcad5797cbebddbd77d697bc3ebdf0049746e2","constructed_as_authorized_provider_source_inputs_other_only","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.","preserved_authorized_zero_observation_metadata_record"
"DOWNSTREAM__IPP_NFC_GPIM","IPP_NFC_GPIM","provider_source_inputs_other",,0,0,,,,,"","",,"","","","","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only",,"","","","No transformation beyond S21 row filtering and lineage preservation.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","authorized_zero_observation_metadata",,"444fb8397c00feb801369eac52614ca633afbfcc",,"constructed_zero_observation_metadata_record","24bcad5797cbebddbd77d697bc3ebdf0049746e2","constructed_as_authorized_provider_source_inputs_other_only","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.","preserved_authorized_zero_observation_metadata_record"
"DOWNSTREAM__K_G_NFC_KCAP_GPIM","K_G_NFC_KCAP_GPIM","provider_source_inputs_other",,0,0,,,,,"","",,"","","","","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only",,"","","","No transformation beyond S21 row filtering and lineage preservation.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","authorized_zero_observation_metadata",,"444fb8397c00feb801369eac52614ca633afbfcc",,"constructed_zero_observation_metadata_record","24bcad5797cbebddbd77d697bc3ebdf0049746e2","constructed_as_authorized_provider_source_inputs_other_only","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.","preserved_authorized_zero_observation_metadata_record"
"DOWNSTREAM__K_G_NFC_ME_GPIM","K_G_NFC_ME_GPIM","provider_source_inputs_other",,0,0,,,,,"","",,"","","","","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only",,"","","","No transformation beyond S21 row filtering and lineage preservation.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","authorized_zero_observation_metadata",,"444fb8397c00feb801369eac52614ca633afbfcc",,"constructed_zero_observation_metadata_record","24bcad5797cbebddbd77d697bc3ebdf0049746e2","constructed_as_authorized_provider_source_inputs_other_only","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.","preserved_authorized_zero_observation_metadata_record"
"DOWNSTREAM__K_G_NFC_NRC_GPIM","K_G_NFC_NRC_GPIM","provider_source_inputs_other",,0,0,,,,,"","",,"","","","","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only",,"","","","No transformation beyond S21 row filtering and lineage preservation.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","authorized_zero_observation_metadata",,"444fb8397c00feb801369eac52614ca633afbfcc",,"constructed_zero_observation_metadata_record","24bcad5797cbebddbd77d697bc3ebdf0049746e2","constructed_as_authorized_provider_source_inputs_other_only","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.","preserved_authorized_zero_observation_metadata_record"
"DOWNSTREAM__K_N_NFC_KCAP_GPIM","K_N_NFC_KCAP_GPIM","provider_source_inputs_other",,0,0,,,,,"","",,"","","","","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only",,"","","","No transformation beyond S21 row filtering and lineage preservation.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","authorized_zero_observation_metadata",,"444fb8397c00feb801369eac52614ca633afbfcc",,"constructed_zero_observation_metadata_record","24bcad5797cbebddbd77d697bc3ebdf0049746e2","constructed_as_authorized_provider_source_inputs_other_only","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.","preserved_authorized_zero_observation_metadata_record"
"DOWNSTREAM__K_N_NFC_ME_GPIM","K_N_NFC_ME_GPIM","provider_source_inputs_other",,0,0,,,,,"","",,"","","","","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only",,"","","","No transformation beyond S21 row filtering and lineage preservation.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","authorized_zero_observation_metadata",,"444fb8397c00feb801369eac52614ca633afbfcc",,"constructed_zero_observation_metadata_record","24bcad5797cbebddbd77d697bc3ebdf0049746e2","constructed_as_authorized_provider_source_inputs_other_only","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.","preserved_authorized_zero_observation_metadata_record"
"DOWNSTREAM__K_N_NFC_NRC_GPIM","K_N_NFC_NRC_GPIM","provider_source_inputs_other",,0,0,,,,,"","",,"","","","","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only",,"","","","No transformation beyond S21 row filtering and lineage preservation.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","authorized_zero_observation_metadata",,"444fb8397c00feb801369eac52614ca633afbfcc",,"constructed_zero_observation_metadata_record","24bcad5797cbebddbd77d697bc3ebdf0049746e2","constructed_as_authorized_provider_source_inputs_other_only","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.","preserved_authorized_zero_observation_metadata_record"
"DOWNSTREAM__P_K_NFC_ME_GPIM","P_K_NFC_ME_GPIM","provider_source_inputs_other",,0,0,,,,,"","",,"","","","","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only",,"","","","No transformation beyond S21 row filtering and lineage preservation.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","authorized_zero_observation_metadata",,"444fb8397c00feb801369eac52614ca633afbfcc",,"constructed_zero_observation_metadata_record","24bcad5797cbebddbd77d697bc3ebdf0049746e2","constructed_as_authorized_provider_source_inputs_other_only","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.","preserved_authorized_zero_observation_metadata_record"
"DOWNSTREAM__P_K_NFC_NRC_GPIM","P_K_NFC_NRC_GPIM","provider_source_inputs_other",,0,0,,,,,"","",,"","","","","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","authorized_for_variable_construction_planning_only","future_implementation_planning_only",,"","","","No transformation beyond S21 row filtering and lineage preservation.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","authorized_zero_observation_metadata",,"444fb8397c00feb801369eac52614ca633afbfcc",,"constructed_zero_observation_metadata_record","24bcad5797cbebddbd77d697bc3ebdf0049746e2","constructed_as_authorized_provider_source_inputs_other_only","S25_AUTHORIZED_SOURCE_INPUTS_CONSOLIDATION","bound_completed_s24_authorized_source_input_layers_without_reconstruction","0c3399f67365aafff8b012d66fac37d3bceda3f3","no","no","no","S25 consolidates completed authorized source-input layers only; no derived variables, modeling, econometrics, GPIM, theta, productive capacity, utilization, accumulated q, or adjusted Shaikh objects are constructed.","preserved_authorized_zero_observation_metadata_record"
