"stage_id","variable_id","asset_scope","transformation_family","s29g_classification","s29g_downstream_role","s29h_contract_status","authoritative_variable_id","source_variable_id","unit","first_observed_year","last_observed_year","first_fully_supported_year","baseline_start_year","baseline_end_year","warmup_observation_count","fully_supported_observation_count","permitted_use","prohibited_use","explicit_future_authorization_required","baseline_estimation_allowed","warmup_use_allowed","contract_note"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_NRC","NRC","investment_rate_diagnostic","DIAGNOSTIC_ONLY","depreciation_and_retirement_diagnostic","DIAGNOSTIC_ONLY","INV_RATE_G_NRC","I_NRC_REAL_2017","decimal_rate",1902,2024,1932,NA,NA,30,93,"accounting_diagnostic","not_baseline_stock; not_model_input; not_structural_depreciation_parameter; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Accounting intensity diagnostic only; not a structural depreciation parameter."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_TOT","TOT","investment_rate_diagnostic","DIAGNOSTIC_ONLY","depreciation_and_retirement_diagnostic","DIAGNOSTIC_ONLY","INV_RATE_G_TOT","I_TOT_REAL_2017","decimal_rate",1902,2024,1932,NA,NA,30,93,"accounting_diagnostic","not_baseline_stock; not_model_input; not_structural_depreciation_parameter; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Accounting intensity diagnostic only; not a structural depreciation parameter."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_ME","ME","lag1","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","L1_DLOG_G_ME","DLOG_G_ME","log_difference",1903,2024,1927,NA,NA,24,98,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_NRC","NRC","lag1","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","L1_DLOG_G_NRC","DLOG_G_NRC","log_difference",1903,2024,1933,NA,NA,30,92,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_ME","ME","lag1","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","L1_DLOG_N_ME","DLOG_N_ME","log_difference",1903,2024,1927,NA,NA,24,98,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_NRC","NRC","lag1","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","L1_DLOG_N_NRC","DLOG_N_NRC","log_difference",1903,2024,1933,NA,NA,30,92,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_ME","ME","lag1","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","L1_LOG_G_ME","LOG_G_ME_GPIM_2017","natural_log",1902,2024,1926,NA,NA,24,99,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_NRC","NRC","lag1","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","L1_LOG_G_NRC","LOG_G_NRC_GPIM_2017","natural_log",1902,2024,1932,NA,NA,30,93,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_ME","ME","lag1","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","L1_LOG_N_ME","LOG_N_ME_GPIM_2017","natural_log",1902,2024,1926,NA,NA,24,99,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_NRC","NRC","lag1","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","L1_LOG_N_NRC","LOG_N_NRC_GPIM_2017","natural_log",1902,2024,1932,NA,NA,30,93,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_ME_GPIM_2017","ME","log_gross","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","LOG_G_ME_GPIM_2017","G_ME_GPIM_2017","natural_log_of_millions_2017_dollars",1901,2024,1925,NA,NA,24,100,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Contracted according to S29G classification and role."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_NRC_GPIM_2017","NRC","log_gross","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","LOG_G_NRC_GPIM_2017","G_NRC_GPIM_2017","natural_log_of_millions_2017_dollars",1901,2024,1931,NA,NA,30,94,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Contracted according to S29G classification and role."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_ME_REAL_2017","ME","log_investment","DIAGNOSTIC_ONLY","investment_flow_diagnostic","DIAGNOSTIC_ONLY","LOG_I_ME_REAL_2017","I_ME_REAL_2017","natural_log_of_millions_2017_dollars",1901,2024,1925,NA,NA,24,100,"accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Investment is an accumulation flow and cannot substitute for the productive-capital stock."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_NRC_REAL_2017","NRC","log_investment","DIAGNOSTIC_ONLY","investment_flow_diagnostic","DIAGNOSTIC_ONLY","LOG_I_NRC_REAL_2017","I_NRC_REAL_2017","natural_log_of_millions_2017_dollars",1901,2024,1931,NA,NA,30,94,"accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Investment is an accumulation flow and cannot substitute for the productive-capital stock."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_ME_GPIM_2017","ME","log_net","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","LOG_N_ME_GPIM_2017","N_ME_GPIM_2017","natural_log_of_millions_2017_dollars",1901,2024,1925,NA,NA,24,100,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Contracted according to S29G classification and role."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_NRC_GPIM_2017","NRC","log_net","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","LOG_N_NRC_GPIM_2017","N_NRC_GPIM_2017","natural_log_of_millions_2017_dollars",1901,2024,1931,NA,NA,30,94,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Contracted according to S29G classification and role."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_ME_GPIM_2017","ME","source_preserved","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","N_ME_GPIM_2017","N_ME_GPIM_2017","millions_2017_dollars",1901,2024,1925,NA,NA,24,100,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Contracted according to S29G classification and role."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_NRC_GPIM_2017","NRC","source_preserved","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","N_NRC_GPIM_2017","N_NRC_GPIM_2017","millions_2017_dollars",1901,2024,1931,NA,NA,30,94,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Contracted according to S29G classification and role."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_ME_GPIM_2017","ME","source_preserved","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","RET_ME_GPIM_2017","RET_ME_GPIM_2017","millions_2017_dollars",1901,2024,1925,NA,NA,24,100,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Contracted according to S29G classification and role."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_NRC_GPIM_2017","NRC","source_preserved","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","RET_NRC_GPIM_2017","RET_NRC_GPIM_2017","millions_2017_dollars",1901,2024,1931,NA,NA,30,94,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Contracted according to S29G classification and role."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_ME","ME","retirement_rate_diagnostic","DIAGNOSTIC_ONLY","depreciation_and_retirement_diagnostic","DIAGNOSTIC_ONLY","RET_RATE_G_ME","RET_ME_GPIM_2017","decimal_rate",1902,2024,1926,NA,NA,24,99,"accounting_diagnostic","not_baseline_stock; not_model_input; not_structural_depreciation_parameter; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Accounting intensity diagnostic only; not a structural depreciation parameter."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_NRC","NRC","retirement_rate_diagnostic","DIAGNOSTIC_ONLY","depreciation_and_retirement_diagnostic","DIAGNOSTIC_ONLY","RET_RATE_G_NRC","RET_NRC_GPIM_2017","decimal_rate",1902,2024,1932,NA,NA,30,93,"accounting_diagnostic","not_baseline_stock; not_model_input; not_structural_depreciation_parameter; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Accounting intensity diagnostic only; not a structural depreciation parameter."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_RATE_G_TOT","TOT","retirement_rate_diagnostic","DIAGNOSTIC_ONLY","depreciation_and_retirement_diagnostic","DIAGNOSTIC_ONLY","RET_RATE_G_TOT","RET_TOT_GPIM_2017","decimal_rate",1902,2024,1932,NA,NA,30,93,"accounting_diagnostic","not_baseline_stock; not_model_input; not_structural_depreciation_parameter; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Accounting intensity diagnostic only; not a structural depreciation parameter."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","RET_TOT_GPIM_2017","TOT","tot_alias","DIAGNOSTIC_ONLY","capital_diagnostic","DIAGNOSTIC_ONLY","RET_TOT_GPIM_2017","RET_CORE_GPIM_2017","millions_2017_dollars",1901,2024,1931,NA,NA,30,94,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Contracted according to S29G classification and role."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_GROSS_ME_TOT","ME","gross_composition_share","DIAGNOSTIC_ONLY","composition_diagnostic","DIAGNOSTIC_ONLY","SHARE_GROSS_ME_TOT","G_ME_GPIM_2017","share",1901,2024,1931,NA,NA,30,94,"composition_diagnostic","not_baseline_stock; not_model_input; not_productive_efficiency_weight; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Composition diagnostic only; not a reconstruction weight or productive-efficiency weight."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_GROSS_NRC_TOT","NRC","gross_composition_share","DIAGNOSTIC_ONLY","composition_diagnostic","DIAGNOSTIC_ONLY","SHARE_GROSS_NRC_TOT","G_NRC_GPIM_2017","share",1901,2024,1931,NA,NA,30,94,"composition_diagnostic","not_baseline_stock; not_model_input; not_productive_efficiency_weight; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Composition diagnostic only; not a reconstruction weight or productive-efficiency weight."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_INVESTMENT_ME_TOT","ME","investment_composition_share","DIAGNOSTIC_ONLY","investment_flow_diagnostic","DIAGNOSTIC_ONLY","SHARE_INVESTMENT_ME_TOT","I_ME_REAL_2017","share",1901,2024,1931,NA,NA,30,94,"accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Composition diagnostic only; not a reconstruction weight or productive-efficiency weight."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_INVESTMENT_NRC_TOT","NRC","investment_composition_share","DIAGNOSTIC_ONLY","investment_flow_diagnostic","DIAGNOSTIC_ONLY","SHARE_INVESTMENT_NRC_TOT","I_NRC_REAL_2017","share",1901,2024,1931,NA,NA,30,94,"accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Composition diagnostic only; not a reconstruction weight or productive-efficiency weight."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_NET_ME_TOT","ME","net_composition_share","DIAGNOSTIC_ONLY","composition_diagnostic","DIAGNOSTIC_ONLY","SHARE_NET_ME_TOT","N_ME_GPIM_2017","share",1901,2024,1931,NA,NA,30,94,"composition_diagnostic","not_baseline_stock; not_model_input; not_productive_efficiency_weight; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Composition diagnostic only; not a reconstruction weight or productive-efficiency weight."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","SHARE_NET_NRC_TOT","NRC","net_composition_share","DIAGNOSTIC_ONLY","composition_diagnostic","DIAGNOSTIC_ONLY","SHARE_NET_NRC_TOT","N_NRC_GPIM_2017","share",1901,2024,1931,NA,NA,30,94,"composition_diagnostic","not_baseline_stock; not_model_input; not_productive_efficiency_weight; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Composition diagnostic only; not a reconstruction weight or productive-efficiency weight."
