"variable_id","unit","family_id","analytical_role","contract_status","source_stage","source_commit","interpretation","coverage_start","coverage_end","candidate_status","baseline_replacement"
"FIN_GVA_IMPLIED","Millions of current dollars","distribution","IMPLIED_FINANCIAL_CORPORATE_ACCOUNT_DIAGNOSTIC","DIAGNOSTIC_CANDIDATE","S30H_CORPORATE_NOS_ACCOUNTING_RECONCILIATION","b72a3ba2a67db95ff8c3c97161740cd815aaa73f","Corporate-minus-NFC accounting residual; not independently produced surplus and not a bilateral transfer.",1929,2025,"READY_FOR_EXPLICIT_V1_1_EXTENSION_REVIEW","no"
"FIN_CFC_IMPLIED","Millions of current dollars","distribution","IMPLIED_FINANCIAL_CORPORATE_ACCOUNT_DIAGNOSTIC","DIAGNOSTIC_CANDIDATE","S30H_CORPORATE_NOS_ACCOUNTING_RECONCILIATION","b72a3ba2a67db95ff8c3c97161740cd815aaa73f","Corporate-minus-NFC accounting residual; not independently produced surplus and not a bilateral transfer.",1929,2025,"READY_FOR_EXPLICIT_V1_1_EXTENSION_REVIEW","no"
"FIN_NVA_IMPLIED","Millions of current dollars","distribution","IMPLIED_FINANCIAL_CORPORATE_ACCOUNT_DIAGNOSTIC","DIAGNOSTIC_CANDIDATE","S30H_CORPORATE_NOS_ACCOUNTING_RECONCILIATION","b72a3ba2a67db95ff8c3c97161740cd815aaa73f","Corporate-minus-NFC accounting residual; not independently produced surplus and not a bilateral transfer.",1929,2025,"READY_FOR_EXPLICIT_V1_1_EXTENSION_REVIEW","no"
"FIN_COMP_IMPLIED","Millions of current dollars","distribution","IMPLIED_FINANCIAL_CORPORATE_ACCOUNT_DIAGNOSTIC","DIAGNOSTIC_CANDIDATE","S30H_CORPORATE_NOS_ACCOUNTING_RECONCILIATION","b72a3ba2a67db95ff8c3c97161740cd815aaa73f","Corporate-minus-NFC accounting residual; not independently produced surplus and not a bilateral transfer.",1929,2025,"READY_FOR_EXPLICIT_V1_1_EXTENSION_REVIEW","no"
"FIN_NOS_IMPLIED","Millions of current dollars","distribution","IMPLIED_FINANCIAL_CORPORATE_ACCOUNT_DIAGNOSTIC","DIAGNOSTIC_CANDIDATE","S30H_CORPORATE_NOS_ACCOUNTING_RECONCILIATION","b72a3ba2a67db95ff8c3c97161740cd815aaa73f","Corporate-minus-NFC accounting residual; not independently produced surplus and not a bilateral transfer.",1929,2025,"READY_FOR_EXPLICIT_V1_1_EXTENSION_REVIEW","no"
"FIN_NET_INT_IMPLIED","Millions of current dollars","distribution","IMPLIED_FINANCIAL_CORPORATE_ACCOUNT_DIAGNOSTIC","DIAGNOSTIC_CANDIDATE","S30H_CORPORATE_NOS_ACCOUNTING_RECONCILIATION","b72a3ba2a67db95ff8c3c97161740cd815aaa73f","Corporate-minus-NFC accounting residual; not independently produced surplus and not a bilateral transfer.",1929,2025,"READY_FOR_EXPLICIT_V1_1_EXTENSION_REVIEW","no"
"FIN_TRANSFERS_NET_IMPLIED","Millions of current dollars","distribution","IMPLIED_FINANCIAL_CORPORATE_ACCOUNT_DIAGNOSTIC","DIAGNOSTIC_CANDIDATE","S30H_CORPORATE_NOS_ACCOUNTING_RECONCILIATION","b72a3ba2a67db95ff8c3c97161740cd815aaa73f","Corporate-minus-NFC accounting residual; not independently produced surplus and not a bilateral transfer.",1929,2025,"READY_FOR_EXPLICIT_V1_1_EXTENSION_REVIEW","no"
"FIN_PROFITS_IVA_CC_IMPLIED","Millions of current dollars","distribution","IMPLIED_FINANCIAL_CORPORATE_ACCOUNT_DIAGNOSTIC","DIAGNOSTIC_CANDIDATE","S30H_CORPORATE_NOS_ACCOUNTING_RECONCILIATION","b72a3ba2a67db95ff8c3c97161740cd815aaa73f","Corporate-minus-NFC accounting residual; not independently produced surplus and not a bilateral transfer.",1929,2025,"READY_FOR_EXPLICIT_V1_1_EXTENSION_REVIEW","no"
"FIN_TAX_IMPLIED","Millions of current dollars","distribution","IMPLIED_FINANCIAL_CORPORATE_ACCOUNT_DIAGNOSTIC","DIAGNOSTIC_CANDIDATE","S30H_CORPORATE_NOS_ACCOUNTING_RECONCILIATION","b72a3ba2a67db95ff8c3c97161740cd815aaa73f","Corporate-minus-NFC accounting residual; not independently produced surplus and not a bilateral transfer.",1929,2025,"READY_FOR_EXPLICIT_V1_1_EXTENSION_REVIEW","no"
"FIN_AFTER_TAX_IMPLIED","Millions of current dollars","distribution","IMPLIED_FINANCIAL_CORPORATE_ACCOUNT_DIAGNOSTIC","DIAGNOSTIC_CANDIDATE","S30H_CORPORATE_NOS_ACCOUNTING_RECONCILIATION","b72a3ba2a67db95ff8c3c97161740cd815aaa73f","Corporate-minus-NFC accounting residual; not independently produced surplus and not a bilateral transfer.",1929,2025,"READY_FOR_EXPLICIT_V1_1_EXTENSION_REVIEW","no"
