"derived_variable_family","candidate_id","source_input_id","source_input_status","dependency_role","dependency_authorization_status","implementation_authorized","s28_sequence_order","dependency_depth","depth_order_status","implementation_authorized_in_s28"
"real_output_and_price_inputs","DV_PLAN_REAL_OUTPUT_PRICE_SOURCE_REVIEW","","no_observation_source_mapped_in_s27","requires_future_review","requires_review_before_implementation","no",1,,"future_review_required","no"
"income_distribution_variables","DV_PLAN_CORP_DISTRIBUTION_ACCOUNTING","CORP_AFTER_TAX","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_CORP_DISTRIBUTION_ACCOUNTING","CORP_CFC","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_CORP_DISTRIBUTION_ACCOUNTING","CORP_COMP","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_CORP_DISTRIBUTION_ACCOUNTING","CORP_DIVIDENDS_NET","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_CORP_DISTRIBUTION_ACCOUNTING","CORP_GVA","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_CORP_DISTRIBUTION_ACCOUNTING","CORP_NET_INT","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_CORP_DISTRIBUTION_ACCOUNTING","CORP_NOS","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_CORP_DISTRIBUTION_ACCOUNTING","CORP_NVA","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_CORP_DISTRIBUTION_ACCOUNTING","CORP_PAT","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_CORP_DISTRIBUTION_ACCOUNTING","CORP_PBT","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_CORP_DISTRIBUTION_ACCOUNTING","CORP_PROFITS_IVA_CC","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_CORP_DISTRIBUTION_ACCOUNTING","CORP_TAX","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_CORP_DISTRIBUTION_ACCOUNTING","CORP_TRANSFERS_NET","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_CORP_DISTRIBUTION_ACCOUNTING","CORP_UNDISTRIBUTED","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_NFC_DISTRIBUTION_ACCOUNTING","NFC_AFTER_TAX","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_NFC_DISTRIBUTION_ACCOUNTING","NFC_CFC","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_NFC_DISTRIBUTION_ACCOUNTING","NFC_COMP","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_NFC_DISTRIBUTION_ACCOUNTING","NFC_DIVIDENDS_NET","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_NFC_DISTRIBUTION_ACCOUNTING","NFC_GVA","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_NFC_DISTRIBUTION_ACCOUNTING","NFC_NET_INT","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_NFC_DISTRIBUTION_ACCOUNTING","NFC_NOS","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_NFC_DISTRIBUTION_ACCOUNTING","NFC_NVA","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_NFC_DISTRIBUTION_ACCOUNTING","NFC_PAT","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_NFC_DISTRIBUTION_ACCOUNTING","NFC_PBT","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_NFC_DISTRIBUTION_ACCOUNTING","NFC_PROFITS_IVA_CC","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_NFC_DISTRIBUTION_ACCOUNTING","NFC_RETAINED","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_NFC_DISTRIBUTION_ACCOUNTING","NFC_TAX","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_NFC_DISTRIBUTION_ACCOUNTING","NFC_TRANSFERS_NET","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"income_distribution_variables","DV_PLAN_NFC_DISTRIBUTION_ACCOUNTING","NFC_UNDISTRIBUTED","authorized_observation_bearing","observation_bearing_source_input","ready_for_first_future_planning_family","no",2,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","CORP__IPP__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","CORP__IPP__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","CORP__IPP__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","CORP__IPP__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","CORP__ME__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","CORP__ME__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","CORP__ME__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","CORP__ME__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","CORP__NRC__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","CORP__NRC__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","CORP__NRC__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","CORP__NRC__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","CORP__TOTAL__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","CORP__TOTAL__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","CORP__TOTAL__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","CORP__TOTAL__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","FIN__IPP__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","FIN__IPP__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","FIN__IPP__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","FIN__IPP__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","FIN__ME__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","FIN__ME__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","FIN__ME__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","FIN__ME__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","FIN__NRC__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","FIN__NRC__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","FIN__NRC__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","FIN__NRC__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","FIN__TOTAL__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","FIN__TOTAL__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
