object_id,object_type,variables_used,i_order_classification,admissibility_class,notes
k_Kcap_times_omega_NFC,raw_level_interaction,k_Kcap * omega_NFC,not_tested_raw_interaction,BLOCK_STANDARD_I2_RISK,Raw level interaction remains blocked; only accumulated paths enter the standard screen.
k_NRC_times_omega_NFC,raw_level_interaction,k_NRC * omega_NFC,not_tested_raw_interaction,BLOCK_STANDARD_I2_RISK,Raw level interaction remains blocked; only accumulated paths enter the standard screen.
k_Kcap_times_ME_share_repaired,raw_level_interaction,k_Kcap * ME_share_repaired,not_tested_raw_interaction,BLOCK_STANDARD_I2_RISK,Raw level interaction remains blocked; only accumulated paths enter the standard screen.
k_NRC_times_ME_share_repaired,raw_level_interaction,k_NRC * ME_share_repaired,not_tested_raw_interaction,BLOCK_STANDARD_I2_RISK,Raw level interaction remains blocked; only accumulated paths enter the standard screen.
ME_share_repaired,state_or_accumulated_path,ME_share_repaired,BOUNDED_PERSISTENT,DIAGNOSTIC_ONLY,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
ME_NRC_ratio_repaired,state_or_accumulated_path,ME_NRC_ratio_repaired,AMBIGUOUS,DIAGNOSTIC_ONLY,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
log_ME_NRC_ratio_repaired,state_or_accumulated_path,log_ME_NRC_ratio_repaired,I1,AUTHORIZE_STANDARD_IF_I1,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
Q_MEshare_Kcap,state_or_accumulated_path,Q_MEshare_Kcap,AMBIGUOUS,DIAGNOSTIC_ONLY,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
Q_MEshare_NRC,state_or_accumulated_path,Q_MEshare_NRC,AMBIGUOUS,DIAGNOSTIC_ONLY,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
Q_ME_NRC_ratio_Kcap,state_or_accumulated_path,Q_ME_NRC_ratio_Kcap,I1,AUTHORIZE_STANDARD_IF_I1,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
Q_ME_NRC_ratio_NRC,state_or_accumulated_path,Q_ME_NRC_ratio_NRC,AMBIGUOUS,ROUTE_RATIO_MECHANIZATION_TO_CPR_OR_APPENDIX,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
Q_log_ME_NRC_ratio_Kcap,state_or_accumulated_path,Q_log_ME_NRC_ratio_Kcap,I2_RISK,BLOCK_STANDARD_I2_RISK,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
Q_log_ME_NRC_ratio_NRC,state_or_accumulated_path,Q_log_ME_NRC_ratio_NRC,I2_RISK,BLOCK_STANDARD_I2_RISK,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
Q_omega_MEshare_Kcap,state_or_accumulated_path,Q_omega_MEshare_Kcap,AMBIGUOUS,DIAGNOSTIC_ONLY,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
Q_omega_MEshare_NRC,state_or_accumulated_path,Q_omega_MEshare_NRC,AMBIGUOUS,DIAGNOSTIC_ONLY,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
Q_omega_ME_NRC_ratio_Kcap,state_or_accumulated_path,Q_omega_ME_NRC_ratio_Kcap,AMBIGUOUS,ROUTE_RATIO_MECHANIZATION_TO_CPR_OR_APPENDIX,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
Q_omega_ME_NRC_ratio_NRC,state_or_accumulated_path,Q_omega_ME_NRC_ratio_NRC,AMBIGUOUS,ROUTE_RATIO_MECHANIZATION_TO_CPR_OR_APPENDIX,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
Q_omega_log_ME_NRC_ratio_Kcap,state_or_accumulated_path,Q_omega_log_ME_NRC_ratio_Kcap,I2_RISK,BLOCK_STANDARD_I2_RISK,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
Q_omega_log_ME_NRC_ratio_NRC,state_or_accumulated_path,Q_omega_log_ME_NRC_ratio_NRC,I2_RISK,BLOCK_STANDARD_I2_RISK,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
omega_NFC,state_or_accumulated_path,omega_NFC,BOUNDED_PERSISTENT,DIAGNOSTIC_ONLY,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
k_Kcap,state_or_accumulated_path,k_Kcap,I2_RISK,BLOCK_STANDARD_I2_RISK,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
k_NRC,state_or_accumulated_path,k_NRC,I2_RISK,BLOCK_STANDARD_I2_RISK,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
k_ME,state_or_accumulated_path,k_ME,I2_RISK,BLOCK_STANDARD_I2_RISK,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
y_t,state_or_accumulated_path,y_t,I1,AUTHORIZE_STANDARD_IF_I1,Distribution-conditioned paths preserve state-dependence; mechanization-only paths are secondary diagnostics.
