"audit_id","current_path","pre_migration_issue","corrective_action","required_boundary","status"
"AUTH_01","chapter2_vault/80_Prompts/S30_Common_Execution_Contract.md","Diagnostic work was treated as a separate decision gate or dataset-closure phase","Replaced the obsolete post-S30 closure roadmap with S30E, S30F, then S31 diagnostics.","S30F dataset-consumption decision boundary; diagnostic work begins in S31; S31I integration-order testing","PASS"
"AUTH_02","chapter2_vault/80_Prompts/S30D_Dataset_Release_Schema_Scaffold_Prompt.md","Diagnostic work was treated as a separate decision gate or dataset-closure phase","Redirected later dataset closure and release use to S30E-S30F.","S30F dataset-consumption decision boundary; diagnostic work begins in S31; S31I integration-order testing","PASS"
"AUTH_03","codes/US_S29L_cross_family_integration_data_closure_planning.R","Diagnostic work was treated as a separate decision gate or dataset-closure phase","Replaced the planned S31A-S31E closure sequence with S30E-S30F and updated its validation rule.","S30F dataset-consumption decision boundary; diagnostic work begins in S31; S31I integration-order testing","PASS"
"AUTH_04","codes/US_S30A_real_output_family_closure.R","Diagnostic work was treated as a separate decision gate or dataset-closure phase","Changed the next closure stage from S31A to S30E.","S30F dataset-consumption decision boundary; diagnostic work begins in S31; S31I integration-order testing","PASS"
"AUTH_05","codes/US_S30B_income_distribution_family_closure.R","Diagnostic work was treated as a separate decision gate or dataset-closure phase","Placed integrated closure in S30E and the consumption boundary in S30F.","S30F dataset-consumption decision boundary; diagnostic work begins in S31; S31I integration-order testing","PASS"
"AUTH_06","codes/US_S30D_dataset_release_schema_validation_scaffold.R","Diagnostic work was treated as a separate decision gate or dataset-closure phase","Placed canonical assembly in S30E and release decision in S30F.","S30F dataset-consumption decision boundary; diagnostic work begins in S31; S31I integration-order testing","PASS"
"AUTH_07","codes/US_S30F_dataset_release_freeze.R","Diagnostic work was treated as a separate decision gate or dataset-closure phase","Defined S30F as the dataset-consumption boundary and S31 as diagnostics without estimation authority.","S30F dataset-consumption decision boundary; diagnostic work begins in S31; S31I integration-order testing","PASS"
"AUTH_08","output/US/S29L_CROSS_FAMILY_INTEGRATION_AND_DATA_CLOSURE_PLANNING/csv/S29L_family_latest_stage_registry.csv","Diagnostic work was treated as a separate decision gate or dataset-closure phase","Changed the next closure stage from S31A to S30E.","S30F dataset-consumption decision boundary; diagnostic work begins in S31; S31I integration-order testing","PASS"
"AUTH_09","output/US/S29L_CROSS_FAMILY_INTEGRATION_AND_DATA_CLOSURE_PLANNING/csv/S29L_family_readiness_inventory.csv","Diagnostic work was treated as a separate decision gate or dataset-closure phase","Changed the next closure stage from S31A to S30E.","S30F dataset-consumption decision boundary; diagnostic work begins in S31; S31I integration-order testing","PASS"
"AUTH_10","output/US/S29L_CROSS_FAMILY_INTEGRATION_AND_DATA_CLOSURE_PLANNING/csv/S29L_post_parallel_sequential_roadmap.csv","Diagnostic work was treated as a separate decision gate or dataset-closure phase","Replaced the five-stage S31 closure roadmap with S30E-S30F.","S30F dataset-consumption decision boundary; diagnostic work begins in S31; S31I integration-order testing","PASS"
"AUTH_11","output/US/S29L_CROSS_FAMILY_INTEGRATION_AND_DATA_CLOSURE_PLANNING/csv/S29L_validation_checks.csv","Diagnostic work was treated as a separate decision gate or dataset-closure phase","Updated expected final closure stages to S30E-S30F.","S30F dataset-consumption decision boundary; diagnostic work begins in S31; S31I integration-order testing","PASS"
"AUTH_12","output/US/S29L_CROSS_FAMILY_INTEGRATION_AND_DATA_CLOSURE_PLANNING/md/S29L_PARALLEL_FANOUT_EXECUTION_GUIDE.md","Diagnostic work was treated as a separate decision gate or dataset-closure phase","Placed final closure and release in S30E-S30F, followed by S31 diagnostics.","S30F dataset-consumption decision boundary; diagnostic work begins in S31; S31I integration-order testing","PASS"
"AUTH_13","output/US/S30A_REAL_OUTPUT_FAMILY_CLOSURE/csv/S30A_handoff_manifest.csv","Diagnostic work was treated as a separate decision gate or dataset-closure phase","Changed the next closure stage from S31A to S30E.","S30F dataset-consumption decision boundary; diagnostic work begins in S31; S31I integration-order testing","PASS"
"AUTH_14","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/md/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE_DECISION.md","Diagnostic work was treated as a separate decision gate or dataset-closure phase","Placed integrated closure in S30E and the consumption boundary in S30F.","S30F dataset-consumption decision boundary; diagnostic work begins in S31; S31I integration-order testing","PASS"
"AUTH_15","output/US/S30D_DATASET_RELEASE_SCHEMA_AND_VALIDATION_SCAFFOLD/md/S30D_DATASET_RELEASE_SCAFFOLD_HANDOFF_TEMPLATE.md","Diagnostic work was treated as a separate decision gate or dataset-closure phase","Placed canonical assembly in S30E and release decision in S30F.","S30F dataset-consumption decision boundary; diagnostic work begins in S31; S31I integration-order testing","PASS"
"AUTH_16","output/US/S30F_DATASET_RELEASE_FREEZE/md/S30F_DATASET_RELEASE_HANDOFF.md","Diagnostic work was treated as a separate decision gate or dataset-closure phase","Defined S30F as the dataset-consumption boundary and S31 as diagnostics without estimation authority.","S30F dataset-consumption decision boundary; diagnostic work begins in S31; S31I integration-order testing","PASS"
