"spec_id","window_id","window_start","window_end","period_family","window_type","n_obs","po_type","po_demean","po_lag","po_statistic","po_cv_1pct","po_cv_5pct","po_cv_10pct","phillips_ouliaris_gate","po_test_function","po_error","po_warning"
"SPEC_B1_WAGE_BASELINE","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pz","none","short",54.5210981578115,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pu","none","short",20.4698738712958,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pz","constant","short",51.2561882990238,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pu","constant","short",35.277582042735,53.8731,40.5252,33.6955,"pass_10pct","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pz","trend","short",46.6197486073909,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pu","trend","short",29.495044351834,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pz","none","long",63.2096812754779,89.6679,71.2751,62.1436,"pass_10pct","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pu","none","long",19.4338974396014,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pz","constant","long",56.6296086834462,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pu","constant","long",31.0467310127995,53.8731,40.5252,33.6955,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pz","trend","long",52.5302156498895,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pu","trend","long",25.591061003118,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pz","none","short",16.0204512732377,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pu","none","short",3.70844215591578,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pz","constant","short",16.0339909452358,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pu","constant","short",16.3623589793063,53.8731,40.5252,33.6955,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pz","trend","short",13.5012253822427,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pu","trend","short",18.1082945594978,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pz","none","long",14.9786355401368,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pu","none","long",3.12713909912306,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pz","constant","long",14.9942757880892,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pu","constant","long",14.5800500039915,53.8731,40.5252,33.6955,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pz","trend","long",12.1215484410897,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","full_long_sample",1929,2024,"bridge_or_full_cross_partition","locked_main_review",96,"Pu","trend","long",17.5864218080897,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pz","none","short",31.5429066051106,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pu","none","short",2.98288732201052,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pz","constant","short",30.4189530904553,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pu","constant","short",3.02167236746545,53.8731,40.5252,33.6955,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pz","trend","short",28.9179219665459,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pu","trend","short",5.88459719310981,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pz","none","long",31.9389362861097,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pu","none","long",2.32639643912634,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pz","constant","long",30.7486883647937,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pu","constant","long",2.29226311512168,53.8731,40.5252,33.6955,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pz","trend","long",32.6890739407034,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pu","trend","long",3.7426672274894,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pz","none","short",22.8864204624082,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pu","none","short",5.06706040210957,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pz","constant","short",22.7203790938606,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pu","constant","short",3.15581758313237,53.8731,40.5252,33.6955,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pz","trend","short",17.4565201123611,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pu","trend","short",5.55982202045098,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pz","none","long",18.5083171716865,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pu","none","long",6.78796338322778,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pz","constant","long",18.0057613684754,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pu","constant","long",1.71373968827172,53.8731,40.5252,33.6955,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pz","trend","long",17.3346566837994,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","pre_1974",1929,1973,"Fordist_pre_1974","locked_main_review",45,"Pu","trend","long",2.70115728364171,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pz","none","short",32.9797579088118,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pu","none","short",13.5664761624216,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pz","constant","short",30.7252757573752,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pu","constant","short",26.3013678321251,53.8731,40.5252,33.6955,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pz","trend","short",26.5737288893998,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pu","trend","short",24.3975466365508,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pz","none","long",24.2747621148604,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pu","none","long",10.0387399281182,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pz","constant","long",22.9787273442265,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pu","constant","long",22.1269103679668,53.8731,40.5252,33.6955,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pz","trend","long",16.1207812849863,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pu","trend","long",13.6057798630616,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pz","none","short",10.1672871087639,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pu","none","short",2.81965862275512,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pz","constant","short",10.5913103635865,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pu","constant","short",15.778492759071,53.8731,40.5252,33.6955,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pz","trend","short",8.10506296162715,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pu","trend","short",28.3082603100185,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
