"window","basis","variable","param","estimate","boot_mean","boot_sd","ci_low","ci_high","P_VECM","DLR","B_eff","fail_share"
"fordism","ortho","beta","elogK",0.202113692895588,-0.00292594502990695,0.0149922654916453,-0.0316997497884027,0.0228056554012542,1,"const",199,0
"fordism","ortho","beta","logK",23.8375464290082,-0.794416823576189,2.48126644202784,-6.56893109510285,3.36640898417007,1,"const",199,0
"fordism","ortho","beta","logY",1,1,0,1,1,1,"const",199,0
"fordism","ortho","dEquation logK","alphaECT",0.0135551343055104,0.00346652405747196,0.0483513195916982,-0.0746892668491896,0.101459282867423,1,"const",199,0
"fordism","ortho","dEquation logK","logK -1",0.924972321363317,0.00584649830145641,0.63274949053233,-1.21390104955595,1.19020428066003,1,"const",199,0
"fordism","ortho","dEquation logK","logY -1",-0.0291566624916055,-0.00164679483454031,0.172666509360701,-0.306943045297848,0.312890643580916,1,"const",199,0
"fordism","ortho","dEquation logK","q1logK -1",3.55625763204951,0.213687823125424,6.1953689874733,-11.0058140564647,11.3957285344401,1,"const",199,0
"fordism","ortho","dEquation logK","q2logK -1",-0.305197113839456,-0.0294097617010074,0.617335467692829,-1.05716336607584,1.12829404613392,1,"const",199,0
"fordism","ortho","dEquation logY","alphaECT",-0.0324168591828713,-0.0378817673554512,0.0839565415596181,-0.206251848822729,0.102113504717809,1,"const",199,0
"fordism","ortho","dEquation logY","logK -1",0.406819311089215,0.142084629690603,1.23745417897597,-2.22931615110071,2.28331502418223,1,"const",199,0
"fordism","ortho","dEquation logY","logY -1",0.581827235288222,-0.0374140579765956,0.308779113754837,-0.59006158381043,0.576418780406978,1,"const",199,0
"fordism","ortho","dEquation logY","q1logK -1",-4.5316250491597,1.03994396366765,11.0439197168468,-20.6340722024569,22.5865582419604,1,"const",199,0
"fordism","ortho","dEquation logY","q2logK -1",0.272993916980224,-0.126960814855633,1.07410400408632,-1.87750790996799,2.09943922887329,1,"const",199,0
"fordism","ortho","dEquation q1logK","alphaECT",8.59447414461977e-06,0.000460861700211572,0.00613062801559385,-0.0120422580136128,0.00892866217281201,1,"const",199,0
"fordism","ortho","dEquation q1logK","logK -1",-0.013505908696397,-0.00871204993078759,0.107569776236109,-0.197658465402205,0.201293138412162,1,"const",199,0
"fordism","ortho","dEquation q1logK","logY -1",0.0184214870275232,0.000189305026259078,0.027511325329077,-0.0530637174204685,0.0507166984652382,1,"const",199,0
"fordism","ortho","dEquation q1logK","q1logK -1",0.619832340624937,-0.0971390844056441,0.839003949995772,-1.45311050952682,1.44294072524082,1,"const",199,0
"fordism","ortho","dEquation q1logK","q2logK -1",-0.0340501623373477,0.00850588087579665,0.0850203963955545,-0.152886286618692,0.151775669892501,1,"const",199,0
"fordism","ortho","dEquation q2logK","alphaECT",-0.0136212780587761,-0.00473212720962163,0.066183560564384,-0.124732236140423,0.122281238164851,1,"const",199,0
"fordism","ortho","dEquation q2logK","logK -1",0.201013265372039,-0.0268637380848391,0.978465277876162,-1.67699677683231,1.92228531206123,1,"const",199,0
"fordism","ortho","dEquation q2logK","logY -1",0.210849371122381,-0.00920849547165734,0.230088097658056,-0.429741501645308,0.415969100882542,1,"const",199,0
"fordism","ortho","dEquation q2logK","q1logK -1",3.27501559298962,-0.481747020754666,7.48222470867187,-13.667816969792,13.9913068355325,1,"const",199,0
"fordism","ortho","dEquation q2logK","q2logK -1",-0.0108883156041627,0.0294870529272461,0.778679757550285,-1.35241926396474,1.37025185645189,1,"const",199,0
