"contract_item","status","evidence","notes"
"preferred Chapter 2 RDOLS baseline excludes deterministic linear trend","ALLOWED_NO_TREND_BASELINE","NO_TREND_BASELINE_RULE","D12F-R theoretical contract; not final manuscript interpretation."
"intercept is allowed in preferred no-trend baseline","ALLOWED_NO_TREND_BASELINE","NO_TREND_BASELINE_RULE","D12F-R theoretical contract; not final manuscript interpretation."
"capital, distribution, and capital-distribution interaction level terms allowed","ALLOWED_NO_TREND_BASELINE","NO_TREND_BASELINE_RULE","D12F-R theoretical contract; not final manuscript interpretation."
"restricted DOLS dynamic corrections limited to base-variable first differences","ALLOWED_NO_TREND_BASELINE","NO_TREND_BASELINE_RULE","D12F-R theoretical contract; not final manuscript interpretation."
"periodized windows and maximal feasible sample rule allowed","ALLOWED_NO_TREND_BASELINE","NO_TREND_BASELINE_RULE","D12F-R theoretical contract; not final manuscript interpretation."
"trend-included estimates retained only as diagnostic comparators","DIAGNOSTIC_ONLY","NO_TREND_BASELINE_RULE","D12F-R theoretical contract; not final manuscript interpretation."
"linear deterministic trend blocked from preferred baseline","BLOCKED_NO_TREND_BASELINE","NO_TREND_BASELINE_RULE","D12F-R theoretical contract; not final manuscript interpretation."
"trend-stabilized capacity closure blocked","BLOCKED_NO_TREND_BASELINE","NO_TREND_BASELINE_RULE","D12F-R theoretical contract; not final manuscript interpretation."
"q_omega blocked","BLOCKED_NO_TREND_BASELINE","NO_TREND_BASELINE_RULE","D12F-R theoretical contract; not final manuscript interpretation."
"interaction/generated dynamic corrections blocked","BLOCKED_NO_TREND_BASELINE","NO_TREND_BASELINE_RULE","D12F-R theoretical contract; not final manuscript interpretation."
"FM-OLS/IM-OLS/cointRegD drift blocked","BLOCKED_NO_TREND_BASELINE","NO_TREND_BASELINE_RULE","D12F-R theoretical contract; not final manuscript interpretation."
