"audit_item","constructed_count","status","evidence"
"derived_variables_constructed",0,"PASS","S27 emits planning registries and audits only; implementation_authorized=no."
"analytical_variables_constructed",0,"PASS","S27 emits planning registries and audits only; implementation_authorized=no."
"capital_stock_constructed",0,"PASS","S27 emits planning registries and audits only; implementation_authorized=no."
"output_variable_constructed",0,"PASS","S27 emits planning registries and audits only; implementation_authorized=no."
"distribution_variable_constructed",0,"PASS","S27 emits planning registries and audits only; implementation_authorized=no."
"investment_or_accumulation_variable_constructed",0,"PASS","S27 emits planning registries and audits only; implementation_authorized=no."
"relative_price_or_q_variable_constructed",0,"PASS","S27 emits planning registries and audits only; implementation_authorized=no."
"adjusted_shaikh_objects_constructed",0,"PASS","S27 emits planning registries and audits only; implementation_authorized=no."
"modeling_outputs_created",0,"PASS","S27 emits planning registries and audits only; implementation_authorized=no."
"econometric_outputs_created",0,"PASS","S27 emits planning registries and audits only; implementation_authorized=no."
