"variable_id","status","role","baseline_regressor","notes"
"CORP_IMPUTED_INTEREST_ADJ","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"CORP_NOS_NET_MATCHED_FINANCIAL_CLAIMS_PROXY","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"CORP_NOS_NET_MATCHED_FINANCIAL_CLAIMS_SHARE_GVA","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"CORP_NOS_NET_MATCHED_FINANCIAL_CLAIMS_SHARE_NVA","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"CORP_NOS_NET_NFC_FINANCIAL_CLAIMS_PROXY","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"CORP_NOS_NET_NFC_FINANCIAL_CLAIMS_SHARE_GVA","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"CORP_NOS_NET_NFC_FINANCIAL_CLAIMS_SHARE_NVA","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"FIN__current_transfer_payments","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"FIN__current_transfer_receipts","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"FIN__dividends_paid","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"FIN__dividends_received","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"FIN__IPP__cfc_current_cost","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"FIN__IPP__gross_investment_current_cost","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"FIN__IPP__gross_stock_current_cost","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"FIN__IPP__net_stock_current_cost","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"FIN__IPP__net_stock_quantity_index","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"FIN__IPP__official_price_index","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"FIN__ME__cfc_current_cost","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"FIN__ME__gross_investment_current_cost","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"FIN__ME__gross_stock_current_cost","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"FIN__ME__net_stock_current_cost","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
"FIN__ME__net_stock_quantity_index","CANDIDATE_ADJUSTMENT_REQUIRES_CROSSWALK; NOT_MODEL_READY","FINANCIAL_OR_IMPUTED_INTEREST_CANDIDATE","no","Financial and imputed-interest variables remain candidate/crosswalk objects."
