"run_id","det_tag","cell_id","status","include","LRinclude","p","r","q_tag","qY","qK","qE","model_class","logLik","T_eff","T_eff_common","k_gamma","k_pi","k_det","k_sigma","k_total","ICOMP_pen","RICOMP_pen","ICOMP_flag","RICOMP_flag","ICOMP_stabilized","RICOMP_stabilized","AIC","BIC","HQ","AICc","stability_margin","unit_root_count","unstable_count","expected_unit_roots","unit_root_mismatch","fail_code","fail_msg","window_tag","window_start","window_end","dBIC","dAIC","dHQ"
1772640365,"SR_none__LR_const","p01_sym_r0_none_const","computed","none","const",1,0,"sym",1,1,1,"VAR_diff_r0",453.025192939489,63,57,9,0,0,6,15,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-876.050385878978,-845.40461686146,-864.140395742379,-864.343068805807,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,43.6774168757893,43.6774168757893,43.6774168757893
1772640365,"SR_none__LR_const","p01_sym_r1_none_const","computed","none","const",1,1,"sym",1,1,1,"VECM_ranked_qrestricted",471.897900810729,63,57,9,6,0,6,21,1.02294132807623,1.02294132807623,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-901.795801621457,-858.891724996932,-885.121815430218,-875.395801621457,0.0204250210651794,2,0,2,0,NA,NA,"shaikh_window",1947,2011,30.1903087403177,17.9320011333103,22.6959971879501
1772640365,"SR_none__LR_const","p01_sym_r2_none_const","computed","none","const",1,2,"sym",1,1,1,"VECM_ranked_qrestricted",474.269747604328,63,57,9,10,0,6,25,0.965017216394521,0.965017216394521,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-898.539495208655,-847.463213512792,-878.689511647657,-856.604011337688,0.0214941685487606,1,0,1,0,NA,NA,"shaikh_window",1947,2011,41.6188202244577,21.1883075461122,29.1283009705118
1772640365,"SR_none__LR_const","p01_Y_only_r0_none_const","computed","none","const",1,0,"Y_only",1,0,0,"VAR_diff_r0",453.025192939489,63,57,3,0,0,6,9,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-888.050385878978,-869.662924468467,-880.904391797019,-884.220598644936,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,19.419109268782,31.6774168757893,26.9134208211497
1772640365,"SR_none__LR_const","p01_Y_only_r1_none_const","computed","none","const",1,1,"Y_only",1,0,0,"VECM_ranked_qrestricted",454.860826243728,63,57,3,6,0,6,15,1.09736875495825,1.09736875495825,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-879.721652487457,-849.075883469939,-867.811662350857,-868.014335414286,-0.0425697309400039,2,1,2,0,NA,NA,"shaikh_window",1947,2011,40.0061502673108,40.0061502673108,40.0061502673109
1772640365,"SR_none__LR_const","p01_Y_only_r2_none_const","computed","none","const",1,2,"Y_only",1,0,0,"VECM_ranked_qrestricted",460.256336979256,63,57,3,10,0,6,19,1.0446040257997,1.0446040257997,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-882.512673958511,-843.694699869655,-867.426686452152,-861.972133417971,-0.0409184080180471,1,1,1,0,NA,NA,"shaikh_window",1947,2011,45.3873338675944,37.2151287962562,40.3911261660161
1772640365,"SR_none__LR_const","p01_K_only_r0_none_const","computed","none","const",1,0,"K_only",0,1,0,"VAR_diff_r0",453.025192939489,63,57,3,0,0,6,9,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-888.050385878978,-869.662924468467,-880.904391797019,-884.220598644936,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,19.419109268782,31.6774168757893,26.9134208211497
1772640365,"SR_none__LR_const","p01_K_only_r1_none_const","computed","none","const",1,1,"K_only",0,1,0,"VECM_ranked_qrestricted",452.286471489546,63,57,3,6,0,6,15,1.02343056756013,1.02343056756013,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-874.572942979091,-843.927173961573,-862.662952842492,-862.865625905921,0.0321753685573927,2,0,2,0,NA,NA,"shaikh_window",1947,2011,45.1548597756761,45.1548597756761,45.1548597756762
1772640365,"SR_none__LR_const","p01_K_only_r2_none_const","computed","none","const",1,2,"K_only",0,1,0,"VECM_ranked_qrestricted",456.67588262335,63,57,3,10,0,6,19,0.892401923370905,0.892401923370905,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-875.351765246699,-836.533791157843,-860.26577774034,-854.811224706159,0.0386155181769832,1,0,1,0,NA,NA,"shaikh_window",1947,2011,52.5482425794066,44.3760375080684,47.5520348778283
1772640365,"SR_none__LR_const","p01_E_only_r0_none_const","computed","none","const",1,0,"E_only",0,0,1,"VAR_diff_r0",453.025192939489,63,57,3,0,0,6,9,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-888.050385878978,-869.662924468467,-880.904391797019,-884.220598644936,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,19.419109268782,31.6774168757893,26.9134208211497
