"model_id","estimator","term","estimate","std_error","t_statistic","p_value","n_obs","r_squared","adj_r_squared","residual_sd","coefficient_status","warning_flags"
"S32_A00_baseline","diagnostic_levels_OLS","(Intercept)",-13.5374298011953,15.7402388266356,-0.860052375970768,0.391995851017406,95,0.966709024266921,0.965985307403158,0.177731334756572,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h1_Kcap"
"S32_A00_baseline","diagnostic_levels_OLS","k_Kcap",2.37428546120627,1.36724118532554,1.73655203389807,0.0858135673674732,95,0.966709024266921,0.965985307403158,0.177731334756572,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h1_Kcap"
"S32_A00_baseline","diagnostic_levels_OLS","q_omega_h1_Kcap",-2.93262515692711,2.16235288345125,-1.35621950486012,0.178348552668492,95,0.966709024266921,0.965985307403158,0.177731334756572,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h1_Kcap"
"S32_A00_baseline","FM_OLS_preliminary","(Intercept)",-24.5962185636163,30.9154346716717,-0.795596724575708,0.428314433364856,95,0.966503092725565,0.965774899089164,0.179257078207659,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h1_Kcap"
"S32_A00_baseline","FM_OLS_preliminary","k_Kcap",3.33040081345825,2.68536150425439,1.24020576305348,0.218053073121871,95,0.966503092725565,0.965774899089164,0.179257078207659,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h1_Kcap"
"S32_A00_baseline","FM_OLS_preliminary","q_omega_h1_Kcap",-4.42526096315123,4.2468346622703,-1.04201395040549,0.300135732617618,95,0.966503092725565,0.965774899089164,0.179257078207659,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h1_Kcap"
"S32_A00_baseline","IM_OLS_preliminary","(Intercept)",-25.0933670231759,38.5261273338628,-0.651333750878198,0.516454745054401,95,0.966322633241028,0.965590516572354,0.179739289718879,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h1_Kcap"
"S32_A00_baseline","IM_OLS_preliminary","k_Kcap",3.36659353986989,3.3463729948289,1.00604252576513,0.317033843226582,95,0.966322633241028,0.965590516572354,0.179739289718879,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h1_Kcap"
"S32_A00_baseline","IM_OLS_preliminary","q_omega_h1_Kcap",-4.51752888181584,5.28831565824749,-0.854247207193551,0.39518696072132,95,0.966322633241028,0.965590516572354,0.179739289718879,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h1_Kcap"
"S32_A00_baseline","DOLS_preliminary","(Intercept)",-12.0153072820893,41.5435703428978,-0.289221826215604,0.773062375415088,95,0.97800339559493,0.977525208542646,0.14688500855216,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h1_Kcap"
"S32_A00_baseline","DOLS_preliminary","k_Kcap",2.23168000665178,3.60976918420077,0.618233436204007,0.537949025034795,95,0.97800339559493,0.977525208542646,0.14688500855216,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h1_Kcap"
"S32_A00_baseline","DOLS_preliminary","q_omega_h1_Kcap",-2.71462995431115,5.69680276587825,-0.476518156916153,0.634835099666359,95,0.97800339559493,0.977525208542646,0.14688500855216,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h1_Kcap"
"S32_A00_q_h3","diagnostic_levels_OLS","(Intercept)",-13.6505390083478,17.4376532093058,-0.782819731789544,0.435787966083121,93,0.967876665856516,0.967162813986661,0.16961930177972,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h3_Kcap"
"S32_A00_q_h3","diagnostic_levels_OLS","k_Kcap",2.41296922200845,1.53604477917991,1.57089770735508,0.119715616161441,93,0.967876665856516,0.967162813986661,0.16961930177972,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h3_Kcap"
"S32_A00_q_h3","diagnostic_levels_OLS","q_omega_h3_Kcap",-3.00572188932281,2.42957961152759,-1.23713661205486,0.219254615090711,93,0.967876665856516,0.967162813986661,0.16961930177972,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h3_Kcap"
"S32_A00_q_h3","FM_OLS_preliminary","(Intercept)",-22.5058749709278,34.6415785293645,-0.649678101471339,0.517554924148502,93,0.971334155353487,0.970697136583565,0.161128953476615,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h3_Kcap"
"S32_A00_q_h3","FM_OLS_preliminary","k_Kcap",3.18939187889919,3.05149712709368,1.04518921239714,0.298734649319789,93,0.971334155353487,0.970697136583565,0.161128953476615,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h3_Kcap"
"S32_A00_q_h3","FM_OLS_preliminary","q_omega_h3_Kcap",-4.22078098205384,4.82657430783241,-0.874487931368734,0.38418022418812,93,0.971334155353487,0.970697136583565,0.161128953476615,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h3_Kcap"
"S32_A00_q_h3","IM_OLS_preliminary","(Intercept)",-29.6027180479532,44.2820556685319,-0.668503699772675,0.505523104011725,93,0.969327188132198,0.968645570090691,0.166674058419396,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h3_Kcap"
"S32_A00_q_h3","IM_OLS_preliminary","k_Kcap",3.81111430025229,3.90105248826544,0.976945147935413,0.331215002319048,93,0.969327188132198,0.968645570090691,0.166674058419396,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h3_Kcap"
"S32_A00_q_h3","IM_OLS_preliminary","q_omega_h3_Kcap",-5.23458984098309,6.16670722478716,-0.848846823786702,0.398218686242328,93,0.969327188132198,0.968645570090691,0.166674058419396,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h3_Kcap"
"S32_A00_q_h3","DOLS_preliminary","(Intercept)",-11.9083644089374,48.5289648292438,-0.245386738638228,0.806715682306526,93,0.981248958856363,0.980832269053171,0.131807245821824,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h3_Kcap"
"S32_A00_q_h3","DOLS_preliminary","k_Kcap",2.25499151049308,4.27601082815929,0.527358699758905,0.599242138841568,93,0.981248958856363,0.980832269053171,0.131807245821824,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h3_Kcap"
"S32_A00_q_h3","DOLS_preliminary","q_omega_h3_Kcap",-2.76770702180337,6.74946659656542,-0.41006307420082,0.682734159982135,93,0.981248958856363,0.980832269053171,0.131807245821824,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h3_Kcap"
"S32_A00_q_h5","diagnostic_levels_OLS","(Intercept)",-29.4545657248628,15.4037243859375,-1.91217169217548,0.0591075076725115,91,0.976565429117246,0.976032825233547,0.137980775737801,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h5_Kcap"
"S32_A00_q_h5","diagnostic_levels_OLS","k_Kcap",3.82744369926386,1.36414709085462,2.80574120263381,0.00617899564515619,91,0.976565429117246,0.976032825233547,0.137980775737801,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h5_Kcap"
"S32_A00_q_h5","diagnostic_levels_OLS","q_omega_h5_Kcap",-5.26523059016588,2.15819378853648,-2.4396468093518,0.0167080259276502,91,0.976565429117246,0.976032825233547,0.137980775737801,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h5_Kcap"
"S32_A00_q_h5","FM_OLS_preliminary","(Intercept)",-37.8192638112232,27.9302814368562,-1.35405953200735,0.179184483563602,91,0.979164233981063,0.978690693844269,0.130850843082152,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h5_Kcap"
"S32_A00_q_h5","FM_OLS_preliminary","k_Kcap",4.56550807907479,2.47346003755829,1.84579819756526,0.0682840046230701,91,0.979164233981063,0.978690693844269,0.130850843082152,"preliminary_not_promoted","rolling_instability:y_t,k_Kcap,q_omega_h5_Kcap"
